index,time,x,y,地磁Y,地磁Z,磁偏角,气压,步长,单步转动角,偏航角,俯仰角,滚转角
3,13840.64,149.721,-58.111,38.252632145409,-30.358822910934,-0.67085090732893,989.15448,0.521,0.524,-1.558661,-0.256987,-0.040252
27,13840.94,149.561101487904,-58.0927362763579,37.374291626748,-31.565449760889,-0.701337025248383,989.164795,0.160938179969625,0.0362721467904215,-1.55789,-0.228077,-0.053047
86,13841.66,148.97221840256,-58.0306259150747,38.707658091192,-31.713760210252,-0.686407848837205,989.180298,0.592149461860882,0.00864489540434963,-1.624173,-0.170534,-0.095415
130,13842.21,148.325256115092,-57.9792698684222,38.977281846331,-36.413870026408,-0.7514097630866,989.17981,0.648997415197875,0.0258687827114069,-1.62448,-0.223697,-0.084294
173,13842.74,147.709218485988,-57.9435762614691,38.209094170246,-40.108338251341,-0.809644002977735,989.191528,0.61707081769457,0.0213382548565169,-1.761346,-0.164764,-0.065317
208,13843.17,147.088103019773,-57.905385332427,38.05419205475,-42.007404895313,-0.834735235149804,989.188232,0.622288493732911,-0.00353441347400679,-1.742088,-0.186604,-0.026249
252,13843.71,146.381565658202,-57.9230988453415,36.327965756959,-42.035049181342,-0.858098597827854,989.190613,0.706759373361799,0.086475962235082,-1.916637,-0.201211,-0.037965
292,13844.21,145.850197205412,-57.9187104871332,34.91131555549,-39.951711728201,-0.852624948226816,989.194519,0.531386573323213,-0.0333240383349055,-1.833889,-0.176873,-0.065138
336,13844.75,145.198681502973,-57.9439069421018,30.320467758965,-36.69011995583,-0.880167837152758,989.19873,0.652002739156617,0.0469127422660499,-1.842399,-0.083536,-0.028283
371,13845.18,144.621504427504,-57.9214987945044,27.884177975171,-33.428097134512,-0.875573970416794,989.184998,0.577611895242924,-0.0774585405111015,-1.520124,-0.120531,0.014605
417,13845.75,143.957110718202,-57.9947199208911,26.78963554175,-34.865911452465,-0.915646843093383,989.193115,0.668416288183656,0.148568685034215,-1.393433,-0.115338,-0.041628
456,13846.23,143.398583937462,-58.0167573081238,28.831033573755,-38.481204518626,-0.927792182835267,989.202026,0.558961368289587,-0.0703286562728064,-1.221364,-0.120262,-0.040233
498,13846.75,142.818130957318,-58.0644169073831,29.048443267106,-42.650845593338,-0.972884645115191,989.194031,0.582406301098469,0.0424880051200756,-1.37808,-0.141737,-0.108569
538,13847.24,142.2098761138,-58.0309563356638,29.778098801357,-42.305243987283,-0.95746659574195,989.201355,0.609174494314474,-0.136879212691082,-1.374149,-0.071459,-0.023784
577,13847.72,141.572284485884,-58.0209965319317,32.216928774208,-39.540859040208,-0.887110558593746,989.214966,0.6376694141,0.0393356809267916,-1.452559,-0.131505,-0.053279
616,13848.2,140.969108386984,-57.985496304939,33.472463098703,-38.083969805035,-0.849754897393823,989.208252,0.604219887459005,-0.0431679706247277,-1.392802,-0.093818,-0.014495
655,13848.68,140.412590305095,-57.9742220464351,33.284364205233,-37.657331702086,-0.846961978279086,989.20813,0.556632270331288,0.0385318809369677,-1.411613,-0.148857,-0.077216
690,13849.11,139.84330361598,-57.9558121814731,32.968450967461,-39.469607371528,-0.874906158802249,989.216248,0.569584284834769,-0.0120714163016427,-1.386875,-0.153275,-0.030431
735,13849.67,139.21377558547,-57.9844389927296,30.617844578754,-38.696986495341,-0.901431782073077,989.223083,0.630178574311018,0.0777693566431844,-1.531412,-0.137691,-0.061194
775,13850.16,138.644913061584,-58.0095518110312,29.868752864232,-37.125826008079,-0.893300724608776,989.209839,0.569416565201206,-0.00132511701058725,-1.523284,-0.120844,-0.067172
817,13850.68,138.066424911519,-58.0190070191529,25.772611670665,-35.184025840115,-0.938583829851663,989.207642,0.578565416116652,-0.0277737953095435,-1.504455,-0.157101,-0.101574
850,13851.09,137.442526479437,-57.9813016193934,23.18611157176,-34.141164383861,-0.974218377790593,989.197327,0.625036759498898,-0.0767049723660106,-1.317747,-0.226696,-0.079463
897,13851.67,136.860636926519,-57.8997139957629,19.698853485444,-35.07651486596,-1.05909335042671,989.192139,0.587581477010208,-0.078941657718231,-1.18584,-0.15949,-0.089533
932,13852.1,136.24214494357,-57.8439552275239,20.031946810532,-34.884585922195,-1.04953722784111,989.185425,0.621000300489256,0.0493936786460452,-1.259218,-0.171917,-0.071656
978,13852.67,135.661401803198,-57.8623404422341,18.726809127264,-33.172275825719,-1.05686465812725,989.187927,0.581034087820321,0.121557232421124,-1.517728,-0.136118,-0.083513
1013,13853.1,135.071973804929,-57.890996251046,22.428678645888,-29.258667457635,-0.91677745922265,989.176208,0.590124156869941,0.0169305392937668,-1.537086,-0.135975,-0.053358
1058,13853.65,134.529741997774,-57.9122016389331,24.795264260719,-29.287908845183,-0.868277053246948,989.164795,0.542646294713324,-0.0094903654944001,-1.510781,-0.104204,-0.020923
1094,13854.1,134.004910552298,-57.9211332407045,30.552688241055,-28.542628063312,-0.751397405537503,989.17157,0.524907439145389,-0.0220712912267706,-1.487025,-0.112615,0.026089
1140,13854.66,133.468889380815,-57.9823708432959,33.804451940587,-29.527035960794,-0.717960466671923,989.174805,0.539507868570082,0.0967351709266114,-1.651679,-0.07778,-0.067927
1175,13855.1,132.856268578598,-58.0334322213974,34.96368848242,-29.329277063168,-0.697984974617762,989.166382,0.614745078583548,-0.0305947004284552,-1.618033,-0.084391,0.005445
1223,13855.69,132.344167612876,-58.1271044129718,34.466134260407,-24.43590893793,-0.616729524758042,989.145142,0.520597616752523,0.0977604975145676,-1.766158,-0.054728,-0.113084
1259,13856.13,131.706947541407,-58.1592456707684,34.38768538238,-25.180529524855,-0.632046772103885,989.154175,0.638030155976749,-0.130520267080557,-1.555413,-0.053459,-0.007944
1305,13856.7,131.054869076756,-58.2496805917547,34.896595629096,-26.60121737189,-0.65131845412652,989.15155,0.6583196784199,0.0874110261684681,-1.587073,-0.099865,-0.037309
