1,0,0,0,0,0,0,-0.212998,-0.0447,0.079019,0,0,0,0,989.147766,0,0,0,0,0,0,0,0,0,0,0,0,13840.59 
6,0,0,0,0,0,0,-0.17092,-0.037776,0.044398,37.332546,-7.267255,-30.695147,0,989.147766,0,0,0,0,0,0,0,0,0,0,0,0,13840.60 
11,0,0,0,0,0,0,-0.107536,-0.076658,0.008179,37.182545,-7.267255,-30.695147,0,989.15448,0,0,0,0,0,0,0,0,0,0,0,0,13840.62 
16,0,0,0,0,0,0,-0.080905,-0.113942,-0.012594,37.182545,-7.267255,-30.695147,0,989.15448,0,0,0,0,0,0,0,0,0,0,0,0,13840.63 
21,-0.166884,0.210492,0.525571,0.38167,2.492529,9.47692,-0.067589,-0.132585,-0.011529,37.032547,-7.267255,-30.995146,-0.67085,989.15448,0.022353,-0.967089,0.253454,0.998992,0.011737,-0.04332,0.038919,0.254167,0.966377,-1.558661,-0.256987,-0.040252,13840.64 
26,-0.229924,0.267203,0.421453,0.39336,2.486272,9.478086,-0.094221,-0.127791,-0.001409,37.032547,-7.567255,-30.995146,-0.67092,989.15448,0.014221,-0.967321,0.253155,0.999094,0.00359,-0.042406,0.040112,0.253529,0.966496,-1.567085,-0.256327,-0.041478,13840.65 
31,-0.363023,0.196153,0.264597,0.411274,2.47385,9.480576,-0.106471,-0.108616,0.025756,37.032547,-7.567255,-30.995146,-0.669109,989.15448,0.013126,-0.967657,0.25193,0.999034,0.002124,-0.043893,0.041938,0.252263,0.96675,-1.568601,-0.255018,-0.043354,13840.67 
36,-0.347232,0.290024,0.28787,0.421891,2.463453,9.482816,-0.13257,-0.063875,0.062507,37.032547,-7.417255,-30.995146,-0.667428,989.15448,0.015993,-0.967923,0.250736,0.998946,0.004678,-0.045659,0.043021,0.251202,0.966978,-1.565963,-0.253922,-0.044461,13840.68 
41,-0.34459,0.304015,0.214163,0.434196,2.444861,9.487071,-0.141625,-0.046298,0.088073,37.032547,-7.417255,-30.995146,-0.666202,989.15448,0.014364,-0.96842,0.248909,0.998916,0.002876,-0.046459,0.044276,0.249306,0.967412,-1.567827,-0.251964,-0.045735,13840.69 
46,-0.334809,0.368197,0.331838,0.440606,2.430926,9.490356,-0.143223,-0.040972,0.108314,37.182545,-7.417255,-31.295145,-0.668046,989.15448,0.015017,-0.968783,0.247454,0.998877,0.003415,-0.047249,0.044929,0.247885,0.967747,-1.567271,-0.250497,-0.046393,13840.70 
