fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-89,-55,A0:E6:F8:95:62:CB,null,1528709764.341000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-93,-55,A0:E6:F8:95:62:CB,null,1528709765.337000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-83,-55,A0:E6:F8:95:62:CB,null,1528709768.349000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-86,-55,A0:E6:F8:95:62:CB,null,1528709769.355000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-81,-55,A0:E6:F8:95:62:CB,null,1528709770.363000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-70,-55,A0:E6:F8:95:62:CB,null,1528709772.363000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-71,-55,A0:E6:F8:95:62:CB,null,1528709776.392000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-83,-55,A0:E6:F8:95:62:CB,null,1528709777.397000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-84,-55,A0:E6:F8:95:62:CB,null,1528709781.417000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-95,-55,A0:E6:F8:95:62:CB,null,1528709789.439000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-82,-55,A0:E6:F8:95:62:CB,null,1528709802.505000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-82,-55,A0:E6:F8:95:62:CB,null,1528709805.527000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-92,-55,A0:E6:F8:95:62:CB,null,1528709812.565000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-94,-55,A0:E6:F8:95:62:CB,null,1528709823.620000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-82,-55,A0:E6:F8:95:5C:28,null,1528709829.907000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-91,-55,A0:E6:F8:95:62:CB,null,1528709831.660000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-89,-55,A0:E6:F8:7F:90:86,null,1528709832.937000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-87,-55,A0:E6:F8:7F:90:86,null,1528709834.934000
