1,0,0,0,0,0,0,-0.018587,-0.02446,-0.01792,0,0,0,0,989.949951,0,0,0,0,0,0,0,0,0,0,0,0,13685.497 
6,0,0,0,0,0,0,-0.034033,-0.021797,-0.018986,18.282543,-1.417255,-45.245148,0,989.949951,0,0,0,0,0,0,0,0,0,0,0,0,13685.510 
11,0,0,0,0,0,0,-0.036164,-0.008481,-0.015257,18.282543,-1.417255,-45.245148,0,989.949951,0,0,0,0,0,0,0,0,0,0,0,0,13685.522 
16,0,0,0,0,0,0,-0.045218,0.000041,-0.000876,18.732544,-1.567255,-45.545143,0,989.885742,0,0,0,0,0,0,0,0,0,0,0,0,13685.534 
21,0.045135,0.031321,0.102803,0.366001,2.798747,9.391669,-0.060132,0.022411,-0.003007,18.732544,-1.567255,-45.545143,-1.076148,989.885742,0.491538,-0.839643,0.231061,0.870056,0.462114,-0.171618,0.037322,0.285393,0.957684,-1.067669,-0.289416,-0.038951,13685.547 
26,0.086647,0.036787,-0.003895,0.36448,2.792973,9.393447,-0.083035,0.037858,-0.004072,18.732544,-1.567255,-46.745148,-1.083793,989.885742,0.500968,-0.834691,0.228742,0.864668,0.471358,-0.1737,0.037167,0.284804,0.957865,-1.05673,-0.288802,-0.038782,13685.559 
31,0.033965,-0.016522,-0.033563,0.359335,2.780963,9.397208,-0.112863,0.053837,0.003918,19.032543,-1.567255,-46.745148,-1.080233,989.885742,0.494087,-0.838633,0.229288,0.86864,0.465057,-0.170842,0.036642,0.283579,0.958248,-1.064473,-0.287525,-0.03822,13685.571 
36,0.004762,0.078639,0.057854,0.354335,2.770834,9.400389,-0.135766,0.076207,-0.000876,19.032543,-1.567255,-46.745148,-1.081212,989.885742,0.492939,-0.839428,0.228847,0.869313,0.46425,-0.169609,0.036132,0.282546,0.958573,-1.065611,-0.286448,-0.037676,13685.584 
41,-0.023175,0.060585,0.188897,0.343752,2.752863,9.40606,-0.132037,0.091654,0.020962,19.032543,-1.417255,-46.745148,-1.081486,989.885742,0.495651,-0.838272,0.227222,0.867814,0.46744,-0.16852,0.035053,0.280714,0.959151,-1.06212,-0.284538,-0.03653,13685.596 
46,-0.066109,0.049229,0.189622,0.336369,2.740465,9.409946,-0.122983,0.087393,0.028419,19.932545,-1.267255,-46.895142,-1.068228,989.885742,0.484237,-0.844533,0.228644,0.874264,0.456806,-0.164287,0.0343,0.27945,0.959547,-1.074969,-0.283221,-0.035731,13685.608 
51,0.017921,0.032837,0.147989,0.324902,2.723077,9.415396,-0.116591,0.08686,0.048659,19.932545,-1.267255,-46.895142,-1.070151,989.885742,0.48251,-0.845711,0.227942,0.875264,0.455708,-0.162001,0.033131,0.277677,0.960103,-1.076557,-0.281375,-0.034494,13685.621 
56,-0.068138,0.046923,0.060563,0.317786,2.712251,9.418762,-0.137896,0.086327,0.07316,19.782543,-1.267255,-47.495148,-1.077335,989.829834,0.488908,-0.84252,0.226119,0.871733,0.462243,-0.162521,0.032405,0.276573,0.960446,-1.068995,-0.280226,-0.033727,13685.633 
61,-0.044568,0.071171,0.035063,0.309026,2.693206,9.424518,-0.160267,0.071946,0.085943,19.782543,-1.267255,-47.495148,-1.079105,989.829834,0.486696,-0.844035,0.225238,0.873003,0.460634,-0.160259,0.031512,0.274631,0.961033,-1.07122,-0.278205,-0.032778,13685.645 
66,-0.02417,0.0907,-0.035281,0.304447,2.677489,9.429144,-0.199682,0.072479,0.117368,19.932545,-0.967255,-47.945145,-1.077658,989.829834,0.494636,-0.840113,0.222587,0.868546,0.468685,-0.161131,0.031045,0.273028,0.961505,-1.061921,-0.276539,-0.032277,13685.658 
71,0.096269,0.034643,0.234152,0.298693,2.64944,9.437247,-0.194888,0.099643,0.124292,19.782543,-0.817255,-47.945145,-1.080329,989.829834,0.497945,-0.838903,0.219756,0.866673,0.472495,-0.16008,0.030458,0.270168,0.962331,-1.057853,-0.273567,-0.03164,13685.670 
76,0.219144,0.079147,0.479012,0.292946,2.630561,9.442707,-0.151212,0.133199,0.126423,19.782543,-0.817255,-47.945145,-1.081833,989.829834,0.495546,-0.840573,0.218794,0.868068,0.47062,-0.158036,0.029872,0.268243,0.962888,-1.0604,-0.271568,-0.031014,13685.682 
81,0.26048,0.118067,0.542271,0.284545,2.615044,9.447273,-0.116591,0.165157,0.130151,19.782543,-0.817255,-47.795143,-1.082486,989.829834,0.492694,-0.842368,0.218331,0.869719,0.468304,-0.155824,0.029015,0.26666,0.963354,-1.063406,-0.269926,-0.03011,13685.695 
86,0.174142,0.096792,0.434289,0.267841,2.596833,9.452783,-0.091557,0.175277,0.141337,19.932545,-0.817255,-47.795143,-1.082655,989.829834,0.488631,-0.844759,0.218224,0.872063,0.465039,-0.152463,0.027312,0.264803,0.963916,-1.06757,-0.268,-0.028327,13685.707 
91,0.115169,0.176942,0.212894,0.255013,2.587385,9.455729,-0.090492,0.1577,0.15412,19.932545,-0.817255,-47.795143,-1.08429,989.829834,0.488229,-0.845034,0.218061,0.872328,0.465087,-0.150788,0.026004,0.26384,0.964216,-1.067664,-0.267001,-0.026963,13685.719 
96,0.151057,0.240642,-0.008481,0.237796,2.573401,9.459991,-0.118189,0.128938,0.16424,19.932545,-0.367255,-47.795143,-1.081862,989.788086,0.501077,-0.838165,0.21541,0.865063,0.478141,-0.151814,0.024248,0.262414,0.964651,-1.052379,-0.265523,-0.025132,13685.732 
101,0.112373,0.248508,-0.068457,0.229387,2.562283,9.463217,-0.148016,0.101241,0.182882,19.932545,-0.367255,-47.795143,-1.083195,989.788086,0.500098,-0.838852,0.215007,0.865653,0.477555,-0.150287,0.023391,0.26128,0.96498,-1.053259,-0.264348,-0.024235,13685.744 
106,0.246396,0.295237,-0.078762,0.220793,2.541401,9.46905,-0.182638,0.08899,0.197263,19.932545,-0.067255,-47.795143,-1.081898,989.788086,0.506607,-0.835592,0.212452,0.861883,0.484384,-0.150101,0.022515,0.259151,0.965574,-1.045445,-0.262143,-0.023313,13685.756 
111,0.266583,0.284842,-0.14663,0.216651,2.523972,9.473807,-0.22152,0.08686,0.18661,19.932545,-0.067255,-47.495148,-1.081319,989.788086,0.502079,-0.838461,0.211897,0.86454,0.480357,-0.147745,0.022092,0.257373,0.966059,-1.050539,-0.260303,-0.022864,13685.769 
116,0.293987,0.328342,-0.040853,0.211068,2.492448,9.482275,-0.252412,0.08899,0.179154,19.932545,-0.067255,-47.495148,-1.083477,989.788086,0.497789,-0.841465,0.210101,0.867031,0.476802,-0.144628,0.021523,0.254159,0.966923,-1.055273,-0.256978,-0.022255,13685.781 
121,0.331938,0.333578,0.073397,0.20721,2.468691,9.488573,-0.255075,0.093784,0.170099,19.932545,0.082745,-47.045143,-1.080616,989.788086,0.495675,-0.843102,0.20853,0.868251,0.475192,-0.142594,0.02113,0.251736,0.967565,-1.057554,-0.254474,-0.021834,13685.793 
126,0.3836,0.410185,0.244922,0.200235,2.432516,9.49806,-0.239629,0.117753,0.171164,19.932545,0.082745,-45.395142,-1.072056,989.788086,0.478203,-0.853161,0.208419,0.878012,0.458899,-0.136037,0.020418,0.248048,0.968533,-1.077305,-0.250664,-0.021079,13685.806 
131,0.349946,0.359911,0.174505,0.19277,2.40964,9.504045,-0.25401,0.122014,0.157316,19.932545,0.082745,-45.395142,-1.073874,989.788086,0.475328,-0.855074,0.207153,0.879589,0.456588,-0.133603,0.019657,0.245715,0.969143,-1.080339,-0.248257,-0.02028,13685.818 
136,0.382989,0.385529,-0.097456,0.180635,2.372903,9.513521,-0.265728,0.184864,0.152522,20.382544,0.082745,-43.895142,-1.058671,989.75824,0.451239,-0.86785,0.207895,0.892213,0.433921,-0.125171,0.01842,0.241969,0.970109,-1.107152,-0.244394,-0.018985,13685.830 
141,0.437116,0.442863,0.113576,0.167424,2.346847,9.520224,-0.293958,0.210963,0.13601,20.382544,0.082745,-43.895142,-1.061108,989.75824,0.448268,-0.869717,0.206512,0.893736,0.43165,-0.122124,0.017072,0.239312,0.970793,-1.110105,-0.241657,-0.017584,13685.843 
146,0.466107,0.248991,0.199852,0.141236,2.304169,9.531068,-0.299817,0.292989,0.097128,20.382544,0.082745,-44.795143,-1.072223,989.75824,0.450664,-0.8692,0.203454,0.892578,0.435069,-0.118406,0.014402,0.23496,0.971898,-1.106717,-0.237177,-0.014817,13685.855 
151,0.38832,0.306327,0.16319,0.115583,2.275139,9.538383,-0.306741,0.322283,0.091269,20.382544,0.832745,-44.795143,-1.06828,989.75824,0.472544,-0.858533,0.199055,0.881228,0.457271,-0.119749,0.011786,0.232,0.972644,-1.081396,-0.234133,-0.012117,13685.867 
156,0.285676,0.323295,0.216466,0.086826,2.245768,9.545647,-0.297686,0.320685,0.116836,20.382544,0.832745,-44.795143,-1.07232,989.75824,0.470373,-0.859959,0.198041,0.882423,0.4561,-0.115331,0.008854,0.229005,0.973385,-1.083145,-0.231055,-0.009096,13685.880 
161,-0.151073,0.419956,0.25798,0.044771,2.202903,9.55592,-0.255075,0.26689,0.175425,21.282545,1.132745,-44.795143,-1.060969,989.75824,0.461236,-0.865072,0.197262,0.887266,0.448543,-0.107559,0.004565,0.224634,0.974433,-1.092456,-0.226567,-0.004685,13685.892 
166,-0.146609,0.42569,0.453936,0.021751,2.177605,9.561796,-0.206073,0.209898,0.237211,21.282545,1.132745,-44.795143,-1.064271,989.75824,0.459206,-0.866378,0.196264,0.888327,0.447305,-0.10389,0.002218,0.222054,0.975032,-1.094199,-0.22392,-0.002275,13685.904 
171,-0.129152,0.461576,0.445837,-0.002773,2.145823,9.569003,-0.153875,0.155569,0.257451,21.282545,1.132745,-44.795143,-1.068016,989.75824,0.456291,-0.868239,0.194832,0.88983,0.445289,-0.099597,-0.000283,0.218813,0.975767,-1.09691,-0.220598,0.00029,13685.917 
176,-0.102505,0.503442,0.390441,-0.013284,2.130282,9.572466,-0.111265,0.106567,0.262244,21.432545,1.582745,-44.795143,-1.062842,989.733887,0.466601,-0.86321,0.192749,0.884467,0.45572,-0.10019,-0.001355,0.217228,0.97612,-1.085051,-0.218974,0.001388,13685.929 
181,0.120477,0.576001,0.279938,-0.021969,2.112721,9.576342,-0.117124,0.062359,0.239341,21.432545,1.582745,-44.795143,-1.064479,989.733887,0.464675,-0.864463,0.191783,0.885478,0.454192,-0.098172,-0.00224,0.215438,0.976515,-1.087033,-0.21714,0.002294,13685.941 
186,0.095895,0.464247,0.187752,-0.023203,2.102033,9.578691,-0.127244,0.017618,0.218568,21.432545,1.882745,-44.795143,-1.062065,989.733887,0.47267,-0.860517,0.189984,0.881236,0.462132,-0.09928,-0.002366,0.214348,0.976755,-1.077958,-0.216024,0.002422,13685.954 
191,0.137983,0.48316,0.321905,-0.019382,2.08352,9.582743,-0.136831,-0.027656,0.21697,21.582544,2.032745,-44.795143,-1.058788,989.733887,0.471818,-0.861368,0.188237,0.881694,0.461417,-0.09854,-0.001976,0.21246,0.977168,-1.079014,-0.214092,0.002023,13685.966 
196,0.033807,0.604849,0.635225,-0.012608,2.070783,9.585514,-0.091025,-0.038309,0.207916,21.582544,2.032745,-44.795143,-1.058804,989.733887,0.469468,-0.862912,0.187035,0.882948,0.459123,-0.098024,-0.001286,0.211161,0.97745,-1.08183,-0.212763,0.001315,13685.978 
201,-0.091982,0.634548,0.775023,-0.000569,2.056761,9.588541,-0.037762,-0.057483,0.211644,21.582544,2.032745,-45.395142,-1.0631,989.733887,0.470556,-0.86274,0.185087,0.88237,0.460101,-0.09864,-0.000058,0.209731,0.977759,-1.080863,-0.2113,0.000059,13685.991 
206,-0.028821,0.756426,0.923642,0.009285,2.052668,9.589414,0.015502,-0.0953,0.19673,21.732544,2.032745,-45.845146,-1.063585,989.733887,0.469661,-0.863383,0.184357,0.882846,0.459082,-0.099124,0.000947,0.209314,0.977848,-1.082092,-0.210873,-0.000968,13686.003 
211,-0.136113,0.700742,0.690654,0.028796,2.054503,9.588982,0.034676,-0.146433,0.169566,21.732544,2.032745,-45.845146,-1.061738,989.715759,0.468449,-0.864172,0.183748,0.883486,0.457512,-0.100678,0.002936,0.209501,0.977804,-1.083889,-0.211065,-0.003003,13686.015 
216,-0.152251,0.753274,0.311048,0.046175,2.0579,9.588185,0.016567,-0.179989,0.141337,21.732544,2.032745,-45.845146,-1.060005,989.715759,0.467633,-0.8647,0.183338,0.88391,0.456352,-0.102203,0.004709,0.209847,0.977723,-1.08519,-0.211419,-0.004816,13686.028 
221,-0.195217,0.678485,0.04303,0.076583,2.059916,9.587558,-0.035631,-0.174663,0.118434,21.732544,2.032745,-45.845146,-1.057163,989.715759,0.465647,-0.865982,0.182339,0.884936,0.45382,-0.104573,0.007809,0.210053,0.977659,-1.088092,-0.211629,-0.007988,13686.040 
226,-0.162086,0.588864,-0.118483,0.095556,2.056434,9.588136,-0.102743,-0.103822,0.069964,21.732544,1.882745,-45.845146,-1.057077,989.715759,0.459104,-0.869556,0.181924,0.888329,0.447101,-0.104746,0.009744,0.209698,0.977718,-1.095876,-0.211266,-0.009966,13686.052 
231,-0.375989,0.501591,-0.136726,0.108765,2.047934,9.589813,-0.145886,-0.027656,0.07529,21.732544,1.882745,-45.845146,-1.056285,989.715759,0.456882,-0.870956,0.180814,0.889458,0.444775,-0.105071,0.011091,0.208831,0.977889,-1.098646,-0.21038,-0.011341,13686.065 
236,-0.661582,0.40019,-0.207967,0.1161,2.027845,9.593996,-0.187964,0.029868,0.107248,21.732544,1.882745,-45.845146,-1.056571,989.715759,0.453385,-0.873142,0.179066,0.891236,0.441434,-0.104089,0.011839,0.206783,0.978315,-1.102703,-0.208285,-0.012101,13686.077 
241,-0.917807,0.330082,-0.217069,0.115824,2.010469,9.597655,-0.192758,0.061294,0.169566,21.732544,1.882745,-45.845146,-1.057415,989.715759,0.450834,-0.874722,0.177792,0.89253,0.439126,-0.102757,0.011811,0.205011,0.978688,-1.105536,-0.206475,-0.012067,13686.089 
246,-1.050984,0.11533,-0.253824,0.11224,1.983777,9.603251,-0.180507,0.042119,0.237743,21.732544,1.732745,-45.845146,-1.0604,989.715759,0.442372,-0.879298,0.176469,0.896759,0.431177,-0.099551,0.011445,0.202289,0.979259,-1.114887,-0.203695,-0.011687,13686.102 
251,-1.106644,0.092172,-0.270722,0.111825,1.966148,9.60688,-0.148549,0.061294,0.311246,21.732544,1.732745,-45.845146,-1.061247,989.706543,0.43974,-0.880878,0.175162,0.898052,0.428785,-0.098209,0.011403,0.200491,0.979629,-1.117789,-0.201859,-0.01164,13686.114 
256,-0.949667,0.157307,-0.304447,0.112112,1.943736,9.611436,-0.114993,0.049043,0.369303,21.732544,0.982745,-45.845146,-1.069009,989.706543,0.411749,-0.894136,0.17602,0.911225,0.401541,-0.091833,0.011432,0.198206,0.980094,-1.148706,-0.199527,-0.011664,13686.126 
261,-0.818403,0.287181,-0.237866,0.113749,1.93164,9.613855,-0.077176,0.02614,0.387413,21.732544,0.982745,-45.845146,-1.069374,989.706543,0.409715,-0.895264,0.175031,0.91214,0.39963,-0.091087,0.011599,0.196972,0.98034,-1.150955,-0.198269,-0.011831,13686.139 
266,-0.885906,0.418501,-0.16398,0.120263,1.919461,9.616216,-0.040425,-0.054288,0.37676,21.732544,0.682745,-45.545143,-1.069548,989.706543,0.395195,-0.901763,0.175055,0.918515,0.385374,-0.08841,0.012263,0.195731,0.980581,-1.166931,-0.197002,-0.012506,13686.151 
271,-0.771403,0.478147,-0.13823,0.13056,1.914781,9.617014,-0.01113,-0.148564,0.355987,21.732544,0.982745,-45.245148,-1.06383,989.706543,0.401967,-0.899057,0.173548,0.915557,0.391883,-0.090455,0.013313,0.195253,0.980662,-1.159744,-0.196516,-0.013575,13686.163 
276,-0.670765,0.506214,-0.192813,0.159894,1.912879,9.616949,0.010175,-0.193305,0.337345,21.732544,0.982745,-45.245148,-1.061166,989.706543,0.39969,-0.900287,0.172428,0.916505,0.389147,-0.092642,0.016305,0.195059,0.980656,-1.162803,-0.196318,-0.016625,13686.176 
281,-0.728699,0.548127,-0.232189,0.184971,1.912773,9.616521,-0.007934,-0.225795,0.308583,21.732544,0.982745,-44.945145,-1.05643,989.706543,0.396077,-0.902003,0.171794,0.918023,0.385158,-0.094268,0.018862,0.195049,0.980612,-1.16723,-0.196307,-0.019232,13686.188 
286,-0.636172,0.560192,-0.304281,0.225592,1.911181,9.615971,-0.062795,-0.228991,0.266505,21.732544,0.982745,-44.495148,-1.049036,989.706543,0.390317,-0.904726,0.170658,0.920393,0.378801,-0.09688,0.023004,0.194886,0.980556,-1.174281,-0.196141,-0.023456,13686.200 
