index,time,x,y,µØ´ÅY,µØ´ÅZ,´ÅÆ«½Ç,ÆøÑ¹,²½³¤,µ¥²½×ª¶¯½Ç,Æ«º½½Ç,¸©Ñö½Ç,¹ö×ª½Ç,,,,,,,,,,,,,,,,,,,,µØ´ÅY,µØ´ÅZ,´ÅÆ«½Ç,ÆøÑ¹,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.42688362,-37.33293722,-1.049758675,997.661377,-1.649207,-0.100594,-0.036057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.39016164,-37.35400006,-1.050742155,997.661377,-1.649326,-0.100546,-0.035062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99880533,-37.25857759,-1.037438864,997.661377,-1.654666,-0.096361,-0.031073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99089692,-37.26326457,-1.037651328,997.661377,-1.654826,-0.096272,-0.030851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22997135,-36.44771725,-1.023119027,997.664673,-1.652086,-0.099564,-0.034075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31655601,-36.39478991,-1.020741999,997.664673,-1.649413,-0.101158,-0.036601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44099886,-36.31812962,-1.0173184,997.664673,-1.648369,-0.101749,-0.040099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.52900919,-36.28632235,-1.015174,997.664673,-1.656916,-0.10051,-0.042102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61651893,-36.23184628,-1.012760573,997.664673,-1.663242,-0.096499,-0.044177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65061713,-36.21056208,-1.011819468,997.664673,-1.66875,-0.09302,-0.044793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.69191818,-36.20807518,-1.010969178,997.664673,-1.684158,-0.087438,-0.044911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.70347688,-36.2008285,-1.010649914,997.664673,-1.689529,-0.084053,-0.044837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.59270243,-36.18380726,-1.012637871,997.669373,-1.697164,-0.079697,-0.04536
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63613716,-36.15663478,-1.011436828,997.669373,-1.701008,-0.077203,-0.046252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.69668984,-36.11867694,-1.009761495,997.669373,-1.704462,-0.074901,-0.047641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80487356,-36.05041343,-1.006762744,997.669373,-1.709369,-0.071546,-0.050215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87614861,-36.00524473,-1.00478463,997.669373,-1.712728,-0.069235,-0.05189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98498787,-35.93589567,-1.001759274,997.669373,-1.718464,-0.065285,-0.054378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89349924,-35.88432283,-1.002917105,997.669373,-1.717208,-0.062341,-0.05616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01284615,-35.80789943,-0.999587652,997.669373,-1.723356,-0.058056,-0.058887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.07325396,-35.59139138,-0.995629875,997.660889,-1.721328,-0.055214,-0.061024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27840715,-35.63585705,-0.99215388,997.660889,-1.733111,-0.050871,-0.065282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.40559564,-35.55240438,-0.988580008,997.660889,-1.73644,-0.048236,-0.068473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.69337759,-35.28215759,-0.999218414,997.660889,-1.70084,-0.044773,-0.073449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.55976591,-35.37585272,-1.00310476,997.660889,-1.711052,-0.042928,-0.076986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77880573,-35.2352424,-0.996901081,997.660889,-1.71399,-0.040341,-0.082889
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.60633506,-35.00424561,-0.997367363,997.660889,-1.712169,-0.038178,-0.087086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83122121,-34.85797623,-0.990929316,997.660889,-1.716928,-0.034331,-0.093039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85791377,-34.48660705,-0.985471585,997.657471,-1.708042,-0.031707,-0.09545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81840968,-34.16074768,-0.981890844,997.657471,-1.698565,-0.029651,-0.095979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74304916,-34.21096899,-0.984095314,997.657471,-1.70119,-0.028154,-0.093561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.64248815,-34.27758988,-0.987031646,997.657471,-1.70231,-0.027747,-0.090544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.35835467,-34.37997294,-0.994188606,997.657471,-1.704587,-0.027279,-0.086485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3082344,-34.41249852,-0.995645521,997.657471,-1.705482,-0.026871,-0.084959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98559956,-34.43805971,-1.002611974,997.657471,-1.7013,-0.026397,-0.084707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01886938,-34.41682501,-1.001645964,997.657471,-1.700968,-0.026498,-0.085695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.21848805,-34.3708137,-0.996931524,997.660889,-1.698105,-0.027618,-0.087347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.21312328,-34.35812974,-0.99687334,997.660889,-1.689672,-0.028693,-0.087863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19552371,-34.36955291,-0.997386172,997.660889,-1.687355,-0.030234,-0.087529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16823504,-34.38715167,-0.998179832,997.660889,-1.686388,-0.030932,-0.086811
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16064801,-34.39203102,-0.998400312,997.660889,-1.68702,-0.030548,-0.086544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.21499469,-34.35694578,-0.996819216,997.660889,-1.68971,-0.028664,-0.087914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47521233,-33.95480734,-0.986090229,997.660889,-1.696659,-0.023518,-0.091341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56851852,-33.8928616,-0.983339766,997.660889,-1.70261,-0.019278,-0.093565
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56217331,-33.69344598,-0.980744353,997.65918,-1.688668,-0.015317,-0.094958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37536074,-33.69394379,-0.984588968,997.65918,-1.676044,-0.010939,-0.094818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31849702,-33.73165618,-0.986275945,997.65918,-1.679285,-0.00897,-0.09291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.30879787,-33.38192299,-0.981670873,997.65918,-1.648344,-0.007214,-0.08683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11183209,-33.5126873,-0.9875593,997.65918,-1.649312,-0.007004,-0.080906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.72181742,-33.76677484,-0.99915286,997.65918,-1.648114,-0.008627,-0.069404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83927819,-33.77160974,-0.996761624,997.65918,-1.622751,-0.011399,-0.060919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.44075974,-34.02599672,-1.0085174,997.65918,-1.613105,-0.017997,-0.04946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.63827008,-32.92069884,-0.98931712,997.657471,-1.590801,-0.023887,-0.044048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.24286666,-32.98565044,-0.977514318,997.657471,-1.575595,-0.033729,-0.039775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22480662,-32.99780082,-0.978061439,997.657471,-1.566401,-0.039911,-0.039229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56331924,-32.95955632,-0.970497261,997.657471,-1.555069,-0.047757,-0.040327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.59359992,-32.93880003,-0.969578159,997.657471,-1.549423,-0.051672,-0.041174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58243086,-32.94645678,-0.969917181,997.657471,-1.544795,-0.054821,-0.04076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.50021969,-33.00267284,-0.972410585,997.657471,-1.54469,-0.054735,-0.038265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36900509,-33.09172456,-0.976380744,997.655945,-1.546743,-0.053098,-0.034328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.41586359,-33.25917973,-0.977750996,997.655945,-1.559511,-0.048779,-0.026849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.38404915,-33.37772998,-0.980056091,997.655945,-1.564205,-0.045448,-0.021417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11561571,-33.55618435,-0.988076785,997.655945,-1.571037,-0.040651,-0.013404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.71362365,-33.64343526,-0.976958761,997.655945,-1.56803,-0.03811,-0.008876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.30325913,-33.75381124,-0.966549881,997.655945,-1.577899,-0.035666,-0.0041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25396067,-33.78779818,-0.968009745,997.655945,-1.579113,-0.034805,-0.002632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.24757004,-33.79218104,-0.968198672,997.655945,-1.578768,-0.03504,-0.002445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26855324,-33.77774413,-0.967577705,997.665588,-1.577266,-0.036085,-0.003073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28918493,-33.46301025,-0.962781519,997.665588,-1.574798,-0.038138,-0.003727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58811675,-33.46263366,-0.956783222,997.665588,-1.573607,-0.038942,-0.003697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.57582145,-33.47131484,-0.957150854,997.665588,-1.574267,-0.038468,-0.003328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31986109,-33.44163355,-0.961864421,997.665588,-1.571369,-0.04055,-0.00465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.29302551,-33.46033794,-0.962666757,997.665588,-1.574117,-0.038614,-0.003843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.23899632,-33.49785376,-0.964280137,997.665588,-1.575766,-0.037433,-0.002224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16368199,-33.54997032,-0.96652662,997.665588,-1.576992,-0.036539,0.000029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08401111,-33.60484396,-0.968899462,997.66217,-1.5776,-0.036076,0.002407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08298274,-33.60558329,-0.968930521,997.66217,-1.577541,-0.036116,0.002438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.20775515,-33.51951843,-0.965212647,997.66217,-1.5767,-0.036766,-0.001287
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34412077,-33.42470975,-0.961138893,997.66217,-1.575879,-0.03742,-0.005367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51287219,-33.30620966,-0.956081143,997.66217,-1.574333,-0.038619,-0.010434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.50081008,-33.31471498,-0.956443159,997.66217,-1.572144,-0.040155,-0.010075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25945311,-33.48365804,-0.963669393,997.66217,-1.565318,-0.044703,-0.002834
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03455654,-33.6387814,-0.970370638,997.66217,-1.558587,-0.049068,0.003914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75631989,-33.82762746,-0.978618758,997.657654,-1.547477,-0.056161,0.012301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.68080246,-33.58795226,-0.976863937,997.657654,-1.547663,-0.060854,0.01466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77083768,-33.08112611,-0.967943415,997.657654,-1.540192,-0.066983,0.012276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94152617,-32.9629976,-0.962774692,997.657654,-1.537136,-0.069505,0.007174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25337905,-32.14321829,-0.944517772,997.657654,-1.540326,-0.069301,-0.002438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.41544076,-32.20042599,-0.942062012,997.657654,-1.563099,-0.066784,-0.007772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.50508169,-32.13500736,-0.939274711,997.657654,-1.568253,-0.063172,-0.010584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6283859,-32.15311003,-0.937048342,997.657654,-1.575809,-0.057594,-0.009745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54833672,-32.21174215,-0.939535097,997.65094,-1.578987,-0.055177,-0.007238
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42392364,-32.30235146,-0.943392388,997.65094,-1.57837,-0.055501,-0.003377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38884034,-32.32772987,-0.944477567,997.65094,-1.574786,-0.058059,-0.002305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.43303746,-32.29575278,-0.943110397,997.65094,-1.567226,-0.063597,-0.003676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.20689702,-32.15987001,-0.945713486,997.65094,-1.568498,-0.062923,0.00335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.49713028,-32.04102979,-0.938039879,997.65094,-1.548717,-0.068296,-0.000849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63598509,-31.93877773,-0.933699908,997.65094,-1.544841,-0.071474,-0.005124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81642629,-31.80443228,-0.928038128,997.65094,-1.541957,-0.07408,-0.010732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.91136085,-31.73312396,-0.925049894,997.654358,-1.541799,-0.074451,-0.013719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29717766,-31.66320849,-0.916275132,997.654358,-1.544116,-0.073193,-0.016475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01875806,-31.65189208,-0.921660855,997.654358,-1.546007,-0.071553,-0.017196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01012985,-31.65845228,-0.921933646,997.654358,-1.549836,-0.068632,-0.016989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.98393297,-31.67828568,-0.922760605,997.654358,-1.55248,-0.066572,-0.016201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.98210885,-31.67965823,-0.922818058,997.654358,-1.553764,-0.065597,-0.016161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99346491,-31.67109644,-0.922460124,997.654358,-1.554065,-0.065393,-0.016523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00202357,-31.66459268,-0.922189587,997.654358,-1.553719,-0.065673,-0.01679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99622705,-31.66897981,-0.922372545,997.657959,-1.552913,-0.066271,-0.016595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.97734047,-31.83487124,-0.925264082,997.657959,-1.551924,-0.066659,-0.01591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94429904,-31.85976241,-0.926302058,997.657959,-1.551229,-0.067109,-0.01486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.93787938,-31.86459315,-0.926503647,997.657959,-1.55041,-0.067709,-0.014646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.96388758,-31.84502197,-0.925686941,997.657959,-1.548456,-0.069236,-0.015432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87273528,-31.82042593,-0.927146081,997.657959,-1.559653,-0.070276,-0.017424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01803714,-31.71087235,-0.922571559,997.657959,-1.558999,-0.071065,-0.022002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.95871737,-31.64578254,-0.9227728,997.657959,-1.559148,-0.071077,-0.024871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04139526,-31.58302472,-0.920157712,997.653442,-1.559379,-0.071073,-0.027491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05245754,-31.57456048,-0.919806788,997.653442,-1.559289,-0.071165,-0.027843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02729753,-31.5937072,-0.920603337,997.653442,-1.558226,-0.07192,-0.027035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01556931,-31.60263598,-0.9209747,997.653442,-1.557,-0.072826,-0.026651
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0192445,-31.60954981,-0.921006363,997.653442,-1.561794,-0.073927,-0.026808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.90836675,-31.59446303,-0.923004153,997.653442,-1.565617,-0.075798,-0.028068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9562499,-31.55819444,-0.921488078,997.653442,-1.564671,-0.076611,-0.029584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04075146,-31.49385781,-0.918807527,997.653442,-1.56512,-0.076441,-0.032274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07650068,-31.46654761,-0.917672086,997.658569,-1.566535,-0.075432,-0.033417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07317976,-31.46908325,-0.917777542,997.658569,-1.569755,-0.072962,-0.033318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05382268,-31.48386148,-0.918392204,997.658569,-1.572296,-0.070986,-0.032701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07666002,-31.46640244,-0.917666665,997.658569,-1.576634,-0.067705,-0.033416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.66302409,-31.45427813,-0.925825438,997.658569,-1.579736,-0.065473,-0.03455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42092392,-31.4216949,-0.930262244,997.658569,-1.583558,-0.06276,-0.03636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.45240847,-31.39815592,-0.929259156,997.658569,-1.585134,-0.061616,-0.037349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02254349,-31.40047583,-0.938140114,997.658569,-1.586886,-0.060523,-0.037963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02271464,-31.40030944,-0.938134042,997.658569,-1.587929,-0.059758,-0.037957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.77279125,-32.27808737,-0.956376193,997.658569,-1.576828,-0.056784,-0.038535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82408352,-32.20474038,-0.954243198,997.658569,-1.54986,-0.052694,-0.039986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88883997,-32.15877816,-0.952231426,997.658569,-1.55812,-0.046936,-0.042097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96456418,-32.09935552,-0.949795271,997.658569,-1.566382,-0.036468,-0.044506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00124929,-32.06053271,-0.948466646,997.658569,-1.505192,-0.028896,-0.044115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82909984,-32.18332489,-0.953825648,997.658569,-1.520353,-0.01771,-0.039395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65659728,-32.31624607,-0.959339187,997.658569,-1.509212,-0.011244,-0.033618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25745878,-32.59243272,-0.971637491,997.650146,-1.518473,-0.004083,-0.021707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.02880175,-32.49470997,-0.975043618,997.650146,-1.473916,-0.001534,-0.012602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.80092762,-32.79068607,-0.984051625,997.650146,-1.445235,-0.0015,0.001066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.55853528,-32.95053094,-0.991425386,997.650146,-1.439475,-0.004309,0.008864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.54922532,-33.06793281,-0.993251291,997.650146,-1.419469,-0.012621,0.015521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3546558,-33.0410415,-0.975967244,997.650146,-1.365757,-0.020268,0.016019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54011992,-32.91481633,-0.970343604,997.650146,-1.348676,-0.032875,0.012998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4778194,-32.85031021,-0.970719338,997.650146,-1.383778,-0.040949,0.009985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.70981334,-32.69034543,-0.963639773,997.647156,-1.370064,-0.051751,0.004887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31032958,-32.57910443,-0.949743647,997.647156,-1.366234,-0.058236,0.001218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78699678,-32.50683111,-0.939075427,997.647156,-1.387974,-0.064176,-0.002331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01437976,-32.33918484,-0.932061994,997.647156,-1.379105,-0.072183,-0.007965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.14295594,-32.23328285,-0.927931012,997.647156,-1.380326,-0.076899,-0.012017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.66888401,-32.35729506,-0.939250341,997.647156,-1.367059,-0.083273,-0.01872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.84402033,-32.22843134,-0.93382663,997.647156,-1.363546,-0.0872,-0.023459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.91634212,-32.21513047,-0.932180405,997.647156,-1.36323,-0.09253,-0.030072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05353655,-32.11285371,-0.927915395,997.653259,-1.360304,-0.095802,-0.033755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.18585487,-32.31588694,-0.92830721,997.653259,-1.360294,-0.100651,-0.0374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02057644,-32.55039723,-0.935051713,997.653259,-1.404575,-0.10378,-0.038373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.06752548,-32.51572129,-0.933608926,997.653259,-1.399771,-0.107586,-0.039194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09943779,-33.419996,-0.946043719,997.653259,-1.406606,-0.108977,-0.039896
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0121216,-33.02006288,-0.942048959,997.653259,-1.440106,-0.108627,-0.041403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.03869304,-33.00071438,-0.941243881,997.653259,-1.442602,-0.107009,-0.042431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1205221,-32.93807863,-0.938720438,997.653259,-1.435102,-0.103849,-0.044163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.14761525,-32.91822297,-0.937897668,997.647461,-1.438207,-0.101787,-0.045277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.17203449,-32.9002508,-0.937154995,997.647461,-1.441383,-0.099648,-0.046313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.23401831,-33.01039778,-0.937527755,997.647461,-1.442854,-0.098496,-0.048094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.27551141,-32.97990956,-0.936270398,997.647461,-1.441603,-0.09965,-0.049218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.39195734,-33.20631976,-0.937251775,997.647461,-1.435489,-0.103831,-0.051645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.49679652,-33.12903873,-0.934090675,997.647461,-1.431322,-0.107514,-0.054342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.69929488,-32.97839117,-0.927965054,997.647461,-1.425917,-0.112806,-0.059806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54028726,-32.89440291,-0.929839382,997.647461,-1.421346,-0.115734,-0.063599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6859829,-32.78522951,-0.925403187,997.644653,-1.418069,-0.119176,-0.067589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.72166255,-32.75833678,-0.924314502,997.644653,-1.416126,-0.120866,-0.068436
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.24050857,-32.8171646,-0.934596712,997.644653,-1.41088,-0.122197,-0.067031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.18401101,-32.8588174,-0.936317143,997.644653,-1.40962,-0.122676,-0.065197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.86573213,-33.36771213,-0.949919007,997.644653,-1.403839,-0.123335,-0.063212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.85679351,-33.37409837,-0.950186791,997.644653,-1.403298,-0.123643,-0.062885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87576679,-33.36052146,-0.949618085,997.644653,-1.40462,-0.122867,-0.063599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.86430778,-33.36980043,-0.949976859,997.652039,-1.413845,-0.120822,-0.064317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8525776,-33.37819051,-0.950328398,997.652039,-1.418989,-0.117153,-0.064533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75395024,-33.44846153,-0.953280275,997.652039,-1.430392,-0.108549,-0.062805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.60099159,-33.55658263,-0.957846129,997.652039,-1.438954,-0.101663,-0.05912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.24456945,-33.80443512,-0.968428227,997.652039,-1.451069,-0.091352,-0.049713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96227842,-33.99683118,-0.976755379,997.652039,-1.457393,-0.08564,-0.041968
