index,time,x,y,µØ´ÅY,µØ´ÅZ,´ÅÆ«½Ç,ÆøÑ¹,²½³¤,µ¥²½×ª¶¯½Ç,Æ«º½½Ç,¸©Ñö½Ç,¹ö×ª½Ç,,,,,,,,,,,,,,,,,,,,µØ´ÅY,µØ´ÅZ,´ÅÆ«½Ç,ÆøÑ¹,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92636058,-31.59823069,-1.054751672,997.697144,-1.295657,-0.172291,-0.012095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90810873,-31.60856135,-1.055328968,997.688721,-1.289001,-0.175611,-0.010521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75200039,-31.69978941,-1.060305163,997.688721,-1.284875,-0.180615,-0.005201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62704419,-31.76944901,-1.064242781,997.688721,-1.276536,-0.183455,-0.00016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94531516,-32.15817753,-1.085832513,997.688721,-1.314528,-0.174988,0.014625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.60377289,-32.32984248,-1.096348425,997.688721,-1.307948,-0.170043,0.025652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22482094,-32.52168688,-1.108035227,997.688721,-1.300876,-0.169421,0.03777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22265774,-32.69189178,-1.110170238,997.688721,-1.317528,-0.169831,0.044832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91395036,-32.84329634,-1.119591567,997.688721,-1.310557,-0.16995,0.054747
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.69781576,-32.95440089,-1.126247412,997.688904,-1.316456,-0.169592,0.060343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42899408,-33.09759147,-1.134579825,997.688904,-1.333144,-0.168479,0.066293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.34432406,-33.13693722,-1.137136578,997.688904,-1.334002,-0.167312,0.068674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28451014,-33.01907878,-1.137267228,997.688904,-1.339779,-0.164931,0.070122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28085641,-33.02076546,-1.13737783,997.688904,-1.344553,-0.162782,0.06973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.31774906,-33.00365883,-1.136260181,997.688904,-1.356591,-0.157748,0.067429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7919085,-33.0172995,-1.124665485,997.688904,-1.370958,-0.154067,0.065588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.81978585,-33.00395214,-1.123820996,997.687317,-1.379343,-0.150407,0.063984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4423567,-32.73451322,-1.105315029,997.687317,-1.400494,-0.144895,0.062283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89956739,-31.65585951,-1.105339946,997.687317,-1.411573,-0.141511,0.061417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9105772,-31.65033365,-1.1049922,997.687317,-1.42057,-0.13717,0.060378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93316526,-31.20293593,-1.09868067,997.687317,-1.42922,-0.13491,0.05989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93050629,-31.49492985,-1.102510117,997.687317,-1.430937,-0.1328,0.059282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94607664,-31.48703615,-1.102015509,997.687317,-1.432504,-0.132123,0.058683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.05530212,-30.9770821,-1.092619169,997.687317,-1.419097,-0.131905,0.05705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09025729,-30.95892784,-1.091490258,997.686096,-1.419446,-0.131974,0.055908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.29378175,-30.81673363,-1.084428486,997.686096,-1.366143,-0.131857,0.054378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37454271,-30.7678689,-1.081724735,997.686096,-1.349855,-0.131247,0.053644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36438041,-30.77328414,-1.082055117,997.686096,-1.353697,-0.129189,0.053523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.40582669,-30.74808563,-1.080665632,997.686096,-1.339739,-0.127042,0.053859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14371986,-30.80429315,-1.088075757,997.686096,-1.361627,-0.123534,0.054769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.10223614,-30.82599871,-1.089421976,997.686096,-1.365017,-0.121461,0.055716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06014289,-30.84796506,-1.090787202,997.686096,-1.367499,-0.119851,0.056784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00336049,-30.87746531,-1.092627099,997.686707,-1.369227,-0.118504,0.058398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00285571,-30.87582294,-1.092618254,997.686707,-1.360186,-0.118205,0.059367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99459447,-30.87889098,-1.092869765,997.686707,-1.350375,-0.11821,0.060707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97226065,-30.8904409,-1.093592792,997.686707,-1.349812,-0.11829,0.061471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94257738,-30.90579499,-1.094553792,997.686707,-1.349128,-0.118364,0.06248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98169252,-31.03145174,-1.09520825,997.686707,-1.329189,-0.118418,0.0633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95356464,-31.04593766,-1.096114676,997.686707,-1.327825,-0.11882,0.06434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08816535,-31.06120082,-1.092891638,997.686707,-1.329258,-0.119079,0.064772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.10006212,-31.05505015,-1.092508775,997.683289,-1.328173,-0.119731,0.064536
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26854155,-31.05268128,-1.088210981,997.683289,-1.328975,-0.120622,0.063994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75197337,-31.05635224,-1.076123306,997.683289,-1.331571,-0.12294,0.063015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.78505168,-31.03848599,-1.075057882,997.683289,-1.327838,-0.125187,0.062467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70216868,-30.99548998,-1.076547637,997.683289,-1.319404,-0.12906,0.061354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46793139,-30.94741971,-1.081779318,997.683289,-1.310894,-0.131713,0.060166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53203126,-30.91322509,-1.079706921,997.683289,-1.307139,-0.134285,0.058697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55248986,-30.90243141,-1.079047098,997.683289,-1.320241,-0.137456,0.056296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61131449,-30.87089129,-1.077143116,997.676514,-1.318588,-0.138905,0.054686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43854392,-30.88313489,-1.08165769,997.676514,-1.342403,-0.139839,0.052255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36460412,-30.50081196,-1.078353462,997.676514,-1.382696,-0.139771,0.050924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.40397831,-30.47964868,-1.077062022,997.676514,-1.385098,-0.138853,0.049421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31220568,-30.42192297,-1.078610575,997.676514,-1.433635,-0.13778,0.048448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16670679,-29.70778351,-1.07242398,997.676514,-1.405493,-0.135225,0.046506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19831975,-29.69054949,-1.071359417,997.676514,-1.410777,-0.132665,0.044992
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67008869,-29.62361055,-1.084239906,997.676514,-1.405036,-0.128067,0.042863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68193951,-29.61733688,-1.083839791,997.676514,-1.411447,-0.124846,0.041922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68963453,-29.6132365,-1.083579614,997.676514,-1.420828,-0.120042,0.040902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.70291336,-29.60623229,-1.083131641,997.676514,-1.426682,-0.117094,0.040006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.72503672,-29.59447234,-1.082384025,997.676514,-1.434109,-0.113372,0.038716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74011287,-29.58643847,-1.081874276,997.676514,-1.437787,-0.111548,0.03795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76603624,-29.57265372,-1.080998178,997.676514,-1.440732,-0.110171,0.036877
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.78348493,-29.5633086,-1.08040755,997.676514,-1.443887,-0.108624,0.036077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.54790495,-29.81956507,-1.09017608,997.676514,-1.416804,-0.105515,0.045706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.46861011,-29.86076702,-1.092833282,997.674805,-1.42032,-0.103181,0.048048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.57554506,-29.7956777,-1.089118634,997.674805,-1.385867,-0.101473,0.047509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.10687114,-30.02844851,-1.078464549,997.674805,-1.252834,-0.097746,0.04715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0846337,-30.04036906,-1.079204993,997.674805,-1.257972,-0.094906,0.047002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92543056,-31.28727533,-1.099969403,997.674805,-1.275792,-0.090585,0.047323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7772994,-31.19241718,-1.102515029,997.674805,-1.308435,-0.088122,0.047552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75494714,-31.20370522,-1.103231391,997.674805,-1.314714,-0.084876,0.047432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74346276,-31.20947181,-1.103599025,997.674805,-1.318432,-0.082972,0.047317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.71481702,-31.22393266,-1.104517015,997.67688,-1.323065,-0.080471,0.047626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68125024,-31.24081011,-1.105591837,997.67688,-1.325308,-0.079086,0.048388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.61117079,-31.27584987,-1.107833292,997.67688,-1.328314,-0.077016,0.050188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.56803746,-31.29734571,-1.109211985,997.67688,-1.331039,-0.075331,0.051196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53191774,-31.3153015,-1.110365927,997.67688,-1.334533,-0.073347,0.051905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41342724,-31.50921394,-1.115848528,997.67688,-1.359442,-0.069708,0.052606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37701393,-31.52698942,-1.117003706,997.67688,-1.364641,-0.066965,0.053207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3297996,-31.55524992,-1.118566469,997.67688,-1.362013,-0.063109,0.054928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27044629,-31.58400343,-1.120446397,997.670105,-1.365737,-0.060914,0.056391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.58162028,-31.66802292,-1.113544947,997.670105,-1.385279,-0.058082,0.059085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66377402,-31.70908664,-1.111973278,997.670105,-1.39012,-0.056143,0.06082
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.56684086,-31.75678859,-1.115027963,997.670105,-1.395728,-0.05282,0.06333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.63546494,-31.80519493,-1.113890483,997.670105,-1.401449,-0.050355,0.065425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22096716,-31.93237109,-1.10078608,997.670105,-1.41523,-0.046352,0.069649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09297212,-31.99709517,-1.104790678,997.670105,-1.419407,-0.043572,0.073276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.90170029,-32.52499132,-1.116062327,997.670105,-1.424825,-0.039371,0.077679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8234359,-32.5631261,-1.118467046,997.677795,-1.429896,-0.036543,0.079701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74822545,-32.59955856,-1.120775346,997.677795,-1.438234,-0.032198,0.081435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04048235,-32.63117163,-1.113915992,997.677795,-1.437154,-0.029284,0.081791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02855908,-32.63702481,-1.114281291,997.677795,-1.442874,-0.02645,0.081786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08260576,-32.63766607,-1.112955763,997.677795,-1.414844,-0.021952,0.082098
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.20406569,-32.66301877,-1.110275006,997.677795,-1.422583,-0.018722,0.082419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19482845,-32.66757966,-1.110557545,997.677795,-1.431713,-0.014203,0.082051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72620377,-32.6600447,-1.097491509,997.677795,-1.367765,-0.011986,0.080669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84370731,-32.59962778,-1.093890748,997.674377,-1.373758,-0.009702,0.076531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85422131,-32.52125396,-1.092653566,997.674377,-1.367209,-0.008504,0.072298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24593335,-32.39648879,-1.081613,997.674377,-1.330179,-0.007059,0.06482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39393364,-32.31727656,-1.077039128,997.674377,-1.333281,-0.006545,0.059988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51496644,-32.50838763,-1.076605789,997.674377,-1.353199,-0.006157,0.05341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6138918,-32.43866292,-1.073350471,997.674377,-1.364132,-0.00565,0.04919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79872472,-32.33763227,-1.067643884,997.674377,-1.368626,-0.004419,0.043107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91582302,-32.27292084,-1.064019363,997.674377,-1.372122,-0.003255,0.039171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.08142713,-32.18040817,-1.058880347,997.681091,-1.376758,-0.001726,0.033628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.17276417,-32.12891791,-1.056039805,997.681091,-1.378493,-0.001314,0.030652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24493377,-32.08801805,-1.053792496,997.681091,-1.37868,-0.001641,0.028427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.29819825,-32.05765515,-1.052131511,997.681091,-1.376023,-0.003448,0.027088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31492681,-32.04809926,-1.051609585,997.681091,-1.373354,-0.005045,0.026874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34910998,-32.02856296,-1.050542948,997.681091,-1.369523,-0.007407,0.026263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37651516,-32.01282862,-1.049686842,997.681091,-1.367243,-0.008863,0.025687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44072542,-31.97588226,-1.047679896,997.681091,-1.364462,-0.010847,0.02405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.50903442,-31.93641148,-1.045542594,997.679993,-1.363236,-0.011992,0.022106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.60232153,-31.88215419,-1.042618956,997.679993,-1.361582,-0.013557,0.019449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64722177,-31.85588796,-1.041209704,997.679993,-1.359997,-0.014767,0.018265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69008574,-31.83077499,-1.039863844,997.679993,-1.356223,-0.017221,0.017418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7298714,-31.80740464,-1.038613803,997.679993,-1.353128,-0.019275,0.016589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65255714,-31.34612615,-1.034023427,997.679993,-1.363997,-0.022269,0.008265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26857514,-30.97127947,-1.014253879,997.679993,-1.369302,-0.023387,-0.011697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.07542065,-30.54591191,-0.989361435,997.679993,-1.372378,-0.027006,-0.032859
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25310001,-30.42838841,-0.983533353,997.689331,-1.369638,-0.030038,-0.038194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28975334,-30.62151001,-0.985615738,997.689331,-1.363443,-0.03409,-0.043027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23669142,-30.56623157,-0.985989462,997.689331,-1.360247,-0.035855,-0.045778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.30586468,-30.52033654,-0.983724921,997.689331,-1.360172,-0.036429,-0.047974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01948025,-30.50117981,-0.989969371,997.689331,-1.374387,-0.035199,-0.05049
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.32153843,-30.50275583,-1.006153783,997.689331,-1.378703,-0.032979,-0.053122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68139452,-30.27184154,-0.994312026,997.689331,-1.391843,-0.027125,-0.066275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62993381,-30.2334772,-0.994928779,997.689331,-1.387658,-0.024574,-0.069051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73478536,-30.16511717,-0.991456446,997.686096,-1.3931,-0.021768,-0.073094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92191089,-30.10433304,-0.986196785,997.686096,-1.366083,-0.020531,-0.075804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73213486,-30.05972575,-0.989913492,997.686096,-1.36639,-0.019085,-0.079602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79232254,-30.02015017,-0.987910206,997.686096,-1.368336,-0.018262,-0.081817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.84025639,-30.06124001,-1.01095452,997.686096,-1.360317,-0.016791,-0.084567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32203597,-30.08937451,-1.023843465,997.686096,-1.348081,-0.015471,-0.08599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.35920177,-30.06669279,-1.022607536,997.686096,-1.35265,-0.013038,-0.087802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55958552,-30.04235451,-1.017405301,997.686096,-1.316352,-0.011328,-0.089061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.60836664,-30.01214454,-1.015780454,997.682617,-1.32032,-0.00937,-0.091244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7526356,-29.99695473,-1.01208821,997.682617,-1.248747,-0.008476,-0.093227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.42584491,-30.01988706,-1.020300267,997.682617,-1.191616,-0.007972,-0.095727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5326366,-29.95409833,-1.016739313,997.682617,-1.194158,-0.007847,-0.099608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.85577736,-29.89108626,-1.008025602,997.682617,-1.183452,-0.008069,-0.102143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.37518096,-29.84204492,-0.994943028,997.682617,-1.099623,-0.008837,-0.105602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42262188,-29.81122698,-0.993353041,997.682617,-1.099395,-0.009698,-0.106948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66120247,-29.87004022,-1.012379339,997.682617,-1.09325,-0.011556,-0.107447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.67580315,-29.86091385,-1.011890462,997.682617,-1.090618,-0.013239,-0.107124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23378403,-29.89659087,-1.023132775,997.682617,-1.081383,-0.016382,-0.106355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.12615988,-29.89811931,-1.025783512,997.682617,-1.073475,-0.018898,-0.105898
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.17528298,-29.86831076,-1.024140096,997.682617,-1.06679,-0.023244,-0.105394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23499669,-29.99059274,-1.024497791,997.682617,-1.062599,-0.026316,-0.105376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3126825,-29.94319818,-1.021905083,997.682617,-1.056112,-0.03104,-0.105699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37012016,-29.90800168,-1.01998584,997.682617,-1.051825,-0.034279,-0.106065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31758852,-29.87705743,-1.020800977,997.688232,-1.041505,-0.038869,-0.106361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.33807512,-29.86450114,-1.02011534,997.688232,-1.037126,-0.041516,-0.1056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.68965977,-29.95061655,-1.037296825,997.688232,-1.010296,-0.043886,-0.103643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.67378665,-30.27744705,-1.042427634,997.688232,-1.001824,-0.047262,-0.099579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64613179,-30.29357865,-1.043340853,997.688232,-0.996315,-0.049411,-0.097108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.61736646,-30.31031361,-1.044290104,997.688232,-0.988009,-0.052853,-0.093721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35921658,-30.34427791,-1.051162698,997.688232,-0.97177,-0.055776,-0.091323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.36450536,-30.3412672,-1.050988617,997.688232,-0.959958,-0.061334,-0.087686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0322065,-30.36292753,-1.05958203,997.693237,-0.936279,-0.065711,-0.085774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14928133,-30.29695018,-1.055721904,997.693237,-0.92569,-0.072788,-0.085318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64759138,-30.17652852,-1.041619448,997.693237,-0.893396,-0.077838,-0.086875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90269789,-30.02587814,-1.033144441,997.693237,-0.888416,-0.085626,-0.091493
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07241642,-29.92405129,-1.027482724,997.693237,-0.885813,-0.090549,-0.094798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7508496,-29.73297016,-1.008150372,997.693237,-0.849599,-0.097394,-0.0976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51119804,-29.73433576,-1.013958633,997.693237,-0.850552,-0.101588,-0.096982
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.50906504,-29.73564105,-1.014030027,997.693237,-0.839263,-0.106577,-0.092435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65847629,-29.72941054,-1.010322336,997.697327,-0.808359,-0.108858,-0.088191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.58352038,-29.77634877,-1.012842021,997.697327,-0.801363,-0.110037,-0.083533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1424815,-29.88959164,-1.025257899,997.697327,-0.774826,-0.110739,-0.076848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.08263671,-29.92315139,-1.02721919,997.697327,-0.758406,-0.111012,-0.073443
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0355297,-29.95157707,-1.028792848,997.697327,-0.752909,-0.111987,-0.070093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.824132,-29.97832474,-1.034381025,997.697327,-0.737355,-0.112963,-0.068524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41919138,-30.02919328,-1.045156237,997.697327,-0.692334,-0.114786,-0.064817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.36734362,-30.05923456,-1.04688232,997.697327,-0.685809,-0.115693,-0.060976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.65729765,-29.73472872,-1.060158257,997.689026,-0.623473,-0.114713,-0.054608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57741619,-29.77932388,-1.062842521,997.689026,-0.619343,-0.113751,-0.051319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20980778,-29.74304998,-1.046248694,997.689026,-0.628301,-0.112988,-0.04788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.17264731,-29.7645358,-1.047497846,997.689026,-0.626225,-0.112618,-0.046251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15279849,-29.77597076,-1.048164463,997.689026,-0.624507,-0.112614,-0.045111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62884064,-29.39617091,-1.030598521,997.689026,-0.605175,-0.11332,-0.045548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.85813003,-29.31458888,-1.023647468,997.689026,-0.603516,-0.115375,-0.048988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96769919,-29.24755286,-1.019905398,997.689026,-0.608416,-0.116921,-0.053358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.15699789,-29.61297152,-1.020768577,997.680603,-0.612359,-0.119196,-0.057938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37116313,-29.48057413,-1.013520066,997.680603,-0.619185,-0.122988,-0.065181
