3.6,10.5,0,1.57
3.6,10.5,0,1.57
3.6,10.5,0,1.57
3.6,10.5,0,1.57
3.942646559,10.497370165,0.34265665,1.578471243
4.404294687,10.473090868,0.462286144,1.623340563
4.85933405,10.432405361,0.456854607,1.659970165
5.441462834,10.443987718,0.582243998,1.550902397
6.002148185,10.436506958,0.560735253,1.584137708
6.628378755,10.495522208,0.629005188,1.476834975
7.184387838,10.542904368,0.558024345,1.485783401
7.75260359,10.624825151,0.574090721,1.427610983
8.34506004,10.692186437,0.596273585,1.457584207
8.93734411,10.775680109,0.598140128,1.430750175
9.5502349,10.816540637,0.614251335,1.504226307
10.102495563,10.88510156,0.556500171,1.447282334
10.685699764,10.892454732,0.583250555,1.558188766
11.272396929,10.897450622,0.586718436,1.562281254
11.700715681,10.90574022,0.428398962,1.551444937
12.06139981,11.198600593,0.464607618,0.888806318
12.081398326,11.301795385,0.105114727,0.191421053
12.002655476,11.919876871,0.623077169,-0.126716206
11.922424352,12.58077993,0.665755125,-0.120805084
11.865662219,13.234751779,0.65643059,-0.086579007
11.780834621,13.865355654,0.636283717,-0.133715366
11.790356152,14.479148153,0.613866346,0.015511378
11.849057987,15.073944617,0.597686155,0.09837374
11.888052307,15.614601402,0.542061174,0.071999311
11.879625044,16.224049643,0.609506503,-0.013826812
11.878905216,16.80426462,0.580215423,-0.001240623
11.860672435,17.382638051,0.578660747,-0.031513799
11.801013555,17.941292705,0.561831117,-0.106387072
11.768523022,18.2358659,0.296359583,-0.109852946
11.725318855,18.666841795,0.433136031,-0.09991349
11.911598163,19.141384891,0.509795185,0.37406279
12.099466592,18.957315063,0.26301378,2.345981856
12.194875615,18.568139765,0.400699756,2.901177338
12.255454958,17.943005573,0.628062589,3.044988156
12.370607872,17.23720134,0.715136217,2.979866222
12.415879624,16.684788787,0.554264522,3.059822595
12.542268059,16.084131992,0.613809924,2.934201052
12.697919213,15.498414648,0.606046275,2.881851417
12.874786661,14.930328099,0.594982707,2.839765923
12.970735066,14.391538485,0.547266247,2.96535873
13.100060684,13.762515265,0.642180136,2.938820697
13.20683915,13.124465607,0.646922721,2.975777879
13.299204101,12.491882558,0.639290698,2.996604851
13.373156667,11.908331585,0.58821826,3.01553607
13.465393431,11.253672353,0.661125049,3.001621195
13.547835353,10.647339178,0.61191224,3.006453352
13.65940255,10.030487696,0.626859625,2.962661442
13.75033625,9.383553324,0.653293977,3.00194659
13.85284466,8.760214666,0.631711212,2.97860094
13.93167749,8.158215456,0.607138917,3.011381865
14.04490664,7.543407053,0.625148155,2.959463705
14.1248635,6.951793915,0.596991796,3.007256044
14.25149228,6.356982845,0.608140655,2.931835023
14.33242423,5.722107892,0.640012645,3.014799534
14.44068938,5.093403768,0.63795785,2.971061512
14.55009157,4.523778533,0.580035989,2.951843289
14.66069274,4.056805586,0.479892021,2.909031026
14.73367044,3.794841953,0.271938761,2.869901651
14.73367044,3.794841953,0,2.758144767
14.93501087,3.746686423,0.207019143,1.805560773
15.01381068,3.937385755,0.206338666,0.391846392
14.96826146,4.599266033,0.663445728,-0.068709592
14.94540446,5.304761917,0.705866053,-0.032387164
