0,0,0,0.29588,0,1
0.160294,0.644905,0.664528,0.243617,-0.0522635,2
0.39226,1.3989,0.788875,0.298458,0.0548416,3
0.555145,2.08287,0.703089,0.233795,-0.0646634,4
0.709781,2.81574,0.749008,0.207949,-0.0258457,5
0.85637,3.60931,0.806995,0.182662,-0.0252873,6
1.00368,4.35835,0.763392,0.194192,0.0115297,7
1.13061,5.13328,0.785254,0.162352,-0.03184,8
1.31188,5.9169,0.804317,0.22732,0.0649677,9
1.43866,6.64998,0.743959,0.171249,-0.0560701,10
1.5942,7.35722,0.724142,0.216478,0.0452289,11
1.73563,8.16733,0.822365,0.172843,-0.0436358,12
1.90932,8.95602,0.807592,0.216761,0.0439187,13
2.02711,9.70388,0.757077,0.156215,-0.0605458,14
2.18956,10.4223,0.736522,0.222403,0.0661872,15
2.31233,11.1957,0.783107,0.157415,-0.0649873,16
2.44739,11.9899,0.80566,0.168436,0.0110211,17
2.56016,12.7987,0.816623,0.138531,-0.0299057,18
2.71254,13.5492,0.765766,0.20034,0.0618094,19
2.85021,14.3064,0.769621,0.179838,-0.0205019,20
3.00524,15.0339,0.743833,0.209965,0.030127,21
3.10508,15.7807,0.753446,0.132904,-0.077061,22
3.25089,16.5272,0.760613,0.192885,0.0599807,23
3.36397,17.3126,0.793479,0.143004,-0.0498807,24
3.53278,18.1061,0.811269,0.209618,0.0666136,25
3.62428,18.843,0.742576,0.123527,-0.0860905,26
3.7816,19.6055,0.778569,0.203462,0.0799343,27
3.93313,20.3902,0.799207,0.19076,-0.0127021,28
4.11498,21.0435,0.678085,0.271503,0.0807433,29
4.2956,21.7443,0.723705,0.25225,-0.0192527,30
4.55414,22.532,0.829061,0.317131,0.0648804,31
4.80281,23.2636,0.772684,0.327652,0.0105212,32
5.0645,24.0498,0.828579,0.321333,-0.00631891,33
5.27923,24.7678,0.74945,0.290589,-0.0307441,34
5.52778,25.5114,0.784102,0.322558,0.0319695,35
5.73707,26.2428,0.760739,0.278709,-0.043849,36
6.00291,27.0109,0.812742,0.333214,0.0545047,37
6.21247,27.6982,0.718602,0.295934,-0.0372804,38
6.44738,28.3626,0.704715,0.339833,0.0438992,39
6.68232,29.1139,0.787153,0.303098,-0.0367352,40
6.9439,29.8207,0.753603,0.354474,0.0513769,41
7.16607,30.4658,0.682344,0.331655,-0.0228194,42
7.4204,31.1894,0.767004,0.337982,0.00632657,43
7.63624,31.8936,0.736466,0.297435,-0.0405461,44
7.9036,32.6452,0.797779,0.341755,0.0443197,45
8.12594,33.3676,0.755857,0.298568,-0.0431869,46
8.38107,34.0929,0.768888,0.338226,0.0396579,47
8.59429,34.8646,0.800535,0.269601,-0.0686253,48
8.83586,35.5613,0.737423,0.333747,0.0641461,49
9.06793,36.3519,0.823923,0.285534,-0.0482134,50
9.34446,37.1083,0.805443,0.350455,0.064921,51
9.57166,37.855,0.780453,0.295387,-0.0550678,52
9.85136,38.572,0.769635,0.371931,0.0765448,53
10.1096,39.2919,0.764774,0.344448,-0.0274838,54
10.3741,39.9988,0.754799,0.358012,0.0135641,55
10.5853,40.7376,0.768332,0.27841,-0.0796014,56
10.8434,41.4591,0.766314,0.343531,0.0651203,57
11.0418,42.1895,0.756901,0.265254,-0.0782769,58
11.2949,42.9584,0.809508,0.318015,0.0527609,59
11.5083,43.7236,0.794383,0.272037,-0.0459778,60
11.7784,44.5045,0.826239,0.332982,0.0609456,61
11.9895,45.2159,0.742128,0.288438,-0.0445445,62
12.2809,45.996,0.832745,0.357514,0.0690759,63
12.4831,46.7219,0.753477,0.27168,-0.0858336,64
12.7605,47.5257,0.850372,0.332218,0.0605376,65
12.931,48.219,0.713935,0.24126,-0.0909583,66
13.163,48.9761,0.791872,0.297288,0.0560286,67
13.3872,49.733,0.78939,0.28802,-0.00926798,68
13.639,50.4374,0.748035,0.343288,0.0552677,69
13.8833,51.1973,0.798206,0.311057,-0.0322312,70
14.1237,51.8818,0.725455,0.337677,0.0266206,71
14.4348,52.6783,0.8551,0.372436,0.0347586,72
14.7428,53.3662,0.753752,0.420907,0.0484709,73
14.9929,54.0305,0.709831,0.360149,-0.0607575,74
15.2537,54.7596,0.774342,0.343446,-0.0167038,75
15.4503,55.4967,0.762816,0.26068,-0.0827654,76
15.6698,56.1944,0.731395,0.304793,0.044113,77
15.8625,56.9945,0.82297,0.236373,-0.0684199,78
16.0405,57.7215,0.748496,0.240083,0.00371011,79
16.1625,58.4628,0.751331,0.163081,-0.0770019,80
16.343,59.2348,0.792755,0.229715,0.0666332,81
16.5088,60.0148,0.797471,0.209478,-0.0202366,82
16.708,60.7272,0.739669,0.272607,0.0631287,83
16.8516,61.4819,0.768317,0.188063,-0.0845432,84
17.0371,62.2428,0.783106,0.239175,0.0511116,85
17.1173,62.9508,0.712525,0.112697,-0.126478,86
16.9928,63.8037,0.861979,-0.144869,-0.257566,87
16.9928,63.8037,0,-1.26716,-1.12229,88
16.2196,64.0531,0.812427,-1.25883,0.00832441,89
15.4166,64.3904,0.871027,-1.17309,0.0857394,90
14.839,64.6285,0.62471,-1.17981,-0.00671725,91
14.839,64.6285,0,-1.21492,-0.0351104,92
14.839,64.6285,0,-1.13411,0.0808071,93
14.839,64.6285,0,-1.14774,-0.0136218,94
14.1586,65.0324,0.791272,-1.03505,0.112687,95
13.6403,65.6365,0.795942,-0.709102,0.325947,96
13.456,66.2185,0.610437,-0.306641,0.402461,97
13.1154,66.896,0.758336,-0.465858,-0.159218,98
12.7876,67.5644,0.744472,-0.455939,0.00991894,99
12.3814,68.2546,0.800894,-0.531984,-0.0760445,100
12.0371,68.9329,0.760648,-0.469698,0.0622855,101
11.6586,69.6348,0.797459,-0.494536,-0.0248372,102
11.3103,70.3096,0.759417,-0.476489,0.0180467,103
10.9466,70.9677,0.751816,-0.504849,-0.0283598,104
10.6288,71.64,0.743703,-0.441555,0.0632938,105
10.2487,72.3673,0.820575,-0.481638,-0.0400832,106
9.93608,73.0621,0.761973,-0.422764,0.0588744,107
9.58966,73.6964,0.722688,-0.499917,-0.0771533,108
9.28174,74.3777,0.747669,-0.424472,0.0754445,109
8.9393,75.086,0.786708,-0.450355,-0.025883,110
8.64068,75.7813,0.756777,-0.405629,0.0447267,111
8.33894,76.4104,0.697663,-0.447255,-0.0416267,112
8.04173,77.1835,0.828298,-0.367007,0.0802486,113
7.73219,77.9721,0.847198,-0.374036,-0.00702922,114
7.50946,78.6766,0.738837,-0.306212,0.0678238,115
7.24629,79.4318,0.7997,-0.335333,-0.0291208,116
7.06948,80.1431,0.732957,-0.243632,0.0917011,117
6.91486,80.8485,0.722195,-0.215772,0.0278596,118
7.11812,81.546,0.72646,0.283576,0.499349,119
