0,0,0,-3.16877,0,-2.26971,13.4146,-35.0818,1,2.46
0.00514205,-0.502287,0.502313,-3.15183,0.0169365,-5.05231,12.323,-35.1286,2,2.927
0.00514205,-0.502287,0,-3.15305,-0.00121686,-4.86031,11.4606,-37.3634,3,4.001
0.0799425,-1.04123,0.544104,3.00368,6.15673,3.35242,16.149,-38.544,4,4.669
0.092167,-1.63053,0.589432,-3.16233,-6.16602,-0.412337,16.3953,-38.9202,5,5.277
0.162459,-2.17493,0.548919,3.01318,6.17552,5.11428,18.0018,-39.0572,6,5.904
0.0956508,-2.73704,0.566069,-3.02329,-6.03648,-0.111985,19.0318,-40.0138,7,6.476
0.130223,-3.40465,0.668505,-3.19333,-0.170037,4.78968,19.1114,-41.3145,8,7.02
0.0552011,-4.00358,0.60361,-3.01698,0.176349,-3.84165,13.6538,-44.4577,9,7.608
0.105492,-4.60414,0.602663,-3.22514,-0.208155,7.67508,18.5779,-43.6926,10,8.193
0.066812,-5.19798,0.595091,-3.07655,0.148588,2.17159,14.3968,-45.3498,11,8.783
0.113057,-5.82495,0.628677,-3.21522,-0.138669,10.4154,15.635,-45.806,12,9.349
0.0561029,-6.4356,0.613301,-3.04859,0.166625,1.5018,9.49361,-49.0702,13,9.917
0.0615651,-7.0304,0.594823,-3.15078,-0.102182,12.0828,16.0205,-47.3099,14,10.464
0.00902529,-7.56329,0.535473,-3.04332,0.10746,3.85011,16.6775,-50.4794,15,11.091
0.0511964,-8.14586,0.584099,-3.21385,-0.170538,9.48566,15.4302,-49.6434,16,11.643
-0.0199626,-8.73489,0.593316,-3.02137,0.192485,2.93616,19.9509,-50.644,17,12.246
0.00934984,-9.34528,0.611094,-3.18958,-0.168209,5.6214,19.4391,-50.616,18,12.834
-0.0539459,-9.95628,0.614262,-3.03837,0.151212,-2.27112,16.0509,-51.9679,19,13.4
0.0119369,-10.5798,0.626988,-3.24687,-0.208499,5.21157,15.6653,-51.7719,20,13.952
-0.0323434,-11.1434,0.565315,-3.06318,0.183681,2.88576,21.7415,-50.2361,21,14.596
0.00228118,-11.7244,0.582038,-3.20112,-0.137932,8.78978,22.2748,-50.0585,22,15.205
-0.174691,-12.3427,0.643193,-2.86285,0.338265,-3.63945,21.4169,-52.2722,23,15.752
-0.218371,-12.9846,0.643359,-3.07365,-0.210795,2.4049,26.2764,-47.8008,24,16.258
-0.335241,-13.6909,0.715921,-2.97761,0.0960318,-0.73558,23.4571,-50.2756,25,16.621
-0.576442,-14.236,0.596054,-2.72498,0.252633,-12.118,19.6003,-51.8355,26,17.087
-1.0991,-14.609,0.642087,-2.1906,0.534381,-19.2323,0.541378,-52.2316,27,17.451
-1.71584,-14.6941,0.622582,-1.70787,0.482729,-11.3125,-11.5238,-51.3319,28,17.938
-2.17031,-14.5746,0.469907,-1.31375,0.394124,1.93615,-13.3272,-49.0664,29,18.729
-2.7473,-14.5104,0.580554,-1.45993,-0.146184,-1.04405,-14.5873,-47.0931,30,19.336
-3.29316,-14.4398,0.550411,-1.44218,0.0177522,-3.9445,-12.8385,-43.9209,31,19.966
-3.9215,-14.4344,0.628364,-1.56218,-0.120003,-8.19059,-12.414,-43.2503,32,20.512
-4.48085,-14.3641,0.563744,-1.44582,0.116362,-3.06585,-14.9764,-40.1068,33,21.16
-5.16886,-14.3802,0.688198,-1.59426,-0.148442,-7.20497,-13.2826,-38.192,34,21.667
-5.73781,-14.3275,0.571391,-1.47832,0.115945,-0.453218,-15.6256,-37.2479,35,22.297
-6.35907,-14.3439,0.621476,-1.59717,-0.118858,-3.91266,-15.4937,-37.8179,36,22.863
-6.93229,-14.2625,0.578973,-1.42978,0.167392,4.75401,-16.4861,-37.5435,37,23.47
-7.55692,-14.2846,0.625023,-1.6062,-0.176418,-5.21931,-14.5312,-39.8539,38,24.017
-8.13872,-14.2087,0.586728,-1.44102,0.165181,3.64874,-17.3724,-37.7801,39,24.627
-8.65396,-14.2398,0.516186,-1.63117,-0.190155,-8.49952,-14.6847,-39.3263,40,25.319
-9.37058,-14.1315,0.72476,-1.42075,0.210424,0.604349,-14.1311,-39.5556,41,25.799
-9.918,-14.1447,0.547577,-1.59493,-0.174181,-8.15693,-11.4944,-38.4364,42,26.448
-10.567,-14.0453,0.656579,-1.41878,0.17615,-1.01353,-14.4595,-36.7802,43,26.996
-11.1963,-14.0052,0.630524,-1.50718,-0.0883946,-9.18308,-12.8009,-33.6268,44,27.545
-11.7122,-13.8605,0.535888,-1.29744,0.209737,-0.511164,-15.2626,-30.3893,45,28.251
-12.371,-13.8237,0.65983,-1.51495,-0.217509,-7.58149,-17.2145,-26.4316,46,28.695
-12.845,-13.5782,0.53381,-1.09289,0.422063,11.0104,-16.5124,-24.8217,47,29.343
-12.7672,-13.1741,0.411513,0.190359,1.28324,-7.60686,18.0438,-31.6148,48,30.134
-12.7672,-13.1741,0,1.47128,1.28092,-10.0075,-21.7788,-33.6503,49,31.006
-12.2677,-13.1944,0.499927,1.61135,0.14007,-4.34992,-23.534,-37.0885,50,31.694
-11.7121,-13.2547,0.558847,1.67901,0.0676573,0.651323,-23.7179,-38.1484,51,32.261
-11.1402,-13.2647,0.57196,1.58827,-0.090736,0.717731,-26.9991,-36.2273,52,32.833
-10.5611,-13.2927,0.579752,1.61912,0.0308443,3.4659,-28.704,-36.3965,53,33.437
-9.95879,-13.303,0.602435,1.58793,-0.0311883,2.03432,-27.0758,-37.2843,54,33.984
