3.6,10.5,0,1.89147,0,1,1.215
3.59999,10.5,0,1.89635,0.00488088,2,2.806
4.20325,10.2594,0.649544,1.95036,0.054011,3,3.495
4.20329,10.2593,0,1.86448,-0.0858804,4,4.316
4.7666,10.0627,0.596681,1.9067,0.0422197,5,4.995
5.3845,9.91279,0.635839,1.80874,-0.0979602,6,5.636
5.98244,9.73117,0.624925,1.86568,0.0569387,7,6.247
6.6734,9.60023,0.703287,1.75806,-0.107614,8,6.785
7.30715,9.4299,0.656263,1.83337,0.0753011,9,7.366
7.98974,9.33596,0.689038,1.70754,-0.125821,10,7.906
8.66222,9.17803,0.690784,1.80145,0.0939085,11,8.496
9.31667,9.09171,0.660146,1.70193,-0.0995257,12,9.046
9.94402,8.95818,0.641406,1.78051,0.0785826,13,9.627
10.5859,8.84319,0.652102,1.74806,-0.0324497,14,10.236
11.1666,8.69535,0.599235,1.82008,0.0720238,15,10.896
11.7453,8.64987,0.580512,1.64921,-0.170872,16,11.566
11.7453,8.64988,0,0.111129,-1.53808,17,12.937
11.7482,9.2916,0.641796,0.0043452,-0.106784,18,13.588
11.8061,9.97453,0.685429,0.0845748,0.0802296,19,14.206
11.7929,10.6718,0.697477,-0.0188896,-0.103464,20,14.766
11.883,11.3437,0.677975,0.133244,0.152133,21,15.335
12.0386,12.0126,0.686756,0.228551,0.0953074,22,15.916
12.2453,12.6879,0.706252,0.297022,0.0684713,23,16.455
12.3641,13.4521,0.77347,0.154177,-0.142846,24,16.967
12.5114,14.141,0.704498,0.210637,0.0564607,25,17.515
12.5974,14.8498,0.714031,0.120677,-0.0899609,26,18.046
12.6905,15.5087,0.665485,0.140326,0.0196498,27,18.656
12.6905,15.5087,0,0.0680891,-0.0722372,28,20.186
13.0563,16.3252,0.89483,0.42125,0.353161,29,20.676
13.5502,15.9129,0.643423,2.26641,1.84516,30,21.275
13.5502,15.9129,0,-3.00796,-5.27437,31,22.337
13.5022,15.2231,0.691538,-3.07205,-0.0640904,32,22.926
13.3784,14.5768,0.658162,-2.95234,0.119712,33,23.505
13.3303,13.8631,0.715312,-3.0742,-0.121864,34,24.036
13.2911,13.1221,0.742187,-3.08871,-0.0145066,35,24.546
13.363,12.4426,0.683256,-3.24705,-0.158337,36,25.136
13.2796,11.7025,0.74483,-3.02929,0.217754,37,25.647
13.2558,10.9692,0.733746,-3.10913,-0.079841,38,26.146
13.1727,10.2449,0.729129,-3.02743,0.0817006,39,26.706
13.1121,9.46107,0.786168,-3.06437,-0.0369371,40,27.207
13.0014,8.71239,0.756827,-2.9948,0.069564,41,27.728
12.9401,7.95578,0.759107,-3.06078,-0.0659742,42,28.246
12.8329,7.19937,0.763993,-3.00073,0.0600481,43,28.766
12.7677,6.43297,0.769187,-3.05683,-0.056099,44,29.276
12.6578,5.71384,0.727504,-2.98984,0.0669913,45,29.806
12.6086,4.95234,0.76309,-3.07709,-0.0872479,46,30.377
12.4731,4.15626,0.807557,-2.97304,0.104042,47,30.845
12.4114,3.35997,0.798693,-3.0643,-0.091253,48,31.348
12.3041,2.6434,0.724571,-2.99299,0.0713106,49,31.847
12.2585,1.93509,0.70977,-3.07726,-0.0842764,50,32.409
12.1314,1.17531,0.770365,-2.97579,0.10147,51,32.896
12.0731,0.409177,0.768356,-3.0657,-0.0899032,52,33.427
11.9829,-0.332839,0.74749,-3.02057,0.0451293,53,33.987
11.9525,-1.02382,0.69166,-3.09763,-0.0770604,54,34.545
11.9525,-1.02383,0,2.39894,5.49657,55,36.115
12.3058,-0.49083,0.639485,0.585419,-1.81352,56,36.735
12.5029,0.203872,0.722213,0.276575,-0.308844,57,37.196
12.6682,0.865528,0.682001,0.244777,-0.0317982,58,37.836
12.9307,1.58886,0.769539,0.348161,0.103384,59,38.376
13.1578,2.3828,0.825831,0.278537,-0.0696242,60,38.886
