-95.03,-120.78
-94.43,-120.64
-93.79,-120.49
-93.08,-120.4
-93.08,-120.4
-92.47,-120.4
-91.88,-120.63
-91.23,-120.85
-90.6,-121.1
-89.98,-121.35
-89.38,-121.66
-88.83,-121.95
-88.25,-122.32
-87.69,-122.67
-87.16,-122.99
-86.6,-123.33
-86.03,-123.7
-85.45,-124.09
-85.45,-124.09
-84.98,-124.53
-84.98,-124.53
-84.98,-124.53
-84.98,-124.53
-85.11,-125.21
-85.22,-125.89
-85.26,-126.51
-85.3,-127.25
-85.33,-127.92
-85.42,-128.59
-85.49,-129.23
-85.64,-129.91
-85.77,-130.57
-85.93,-131.23
-86.04,-131.85
-86.2,-132.55
-86.33,-133.15
-86.52,-133.81
-86.67,-134.5
-86.67,-134.5
-86.84,-135.24
-86.94,-135.96
-87.06,-136.57
-87.17,-137.24
-87.3,-137.92
-87.42,-138.55
-87.58,-139.22
-87.73,-139.83
-87.93,-140.48
-88.1,-141.09
-88.28,-141.77
-88.47,-142.44
-88.47,-142.44
-88.63,-143.12
-88.51,-143.87
-88.43,-144.53
-88.37,-145.24
-88.32,-145.89
-88.23,-146.55
-88.15,-147.19
-88.05,-147.85
-87.95,-148.52
-87.84,-149.15
-87.75,-149.83
-87.63,-150.46
-87.51,-151.13
-87.37,-151.77
-87.22,-152.48
-87.09,-153.21
-87.09,-153.21
-86.9,-153.92
-86.68,-154.56
-86.38,-155.14
-86,-155.76
-85.64,-156.35
-85.25,-156.91
-84.84,-157.5
-84.5,-157.98
-84.08,-158.53
-83.69,-159.06
-83.31,-159.59
-82.92,-160.06
-82.46,-160.62
-82.46,-160.62
-82.03,-161.15
-81.65,-161.55
-81.19,-161.89
-80.51,-162.23
-79.89,-162.51
-79.27,-162.84
-78.66,-163.15
-78.66,-163.15
-78.17,-163.49
-77.92,-164.01
-77.79,-164.57
-77.79,-164.57
-77.19,-165.53
-76.96,-166.29
-76.74,-167
-76.54,-167.72
-76.35,-168.44
-76.17,-169.19
-76.17,-169.19
-76.07,-169.87
-76.14,-170.47
-76.31,-171.34
-76.41,-171.95
-76.5,-172.55
-76.5,-172.55
-76.66,-173.22
-76.78,-173.81
-76.9,-174.48
-76.9,-174.48
-76.99,-175.38
-77.02,-176.19
-77.1,-176.88
-77.1,-176.88
-77.1,-176.88
-77.13,-177.48
-77.13,-177.48
-77,-178.1
-76.6,-178.58
-76.6,-178.58
-76.6,-178.58
-75.79,-178.4
-75.79,-178.4
-75.3,-178.04
-75.3,-178.04
-74.9,-177.37
-74.47,-176.49
-74.12,-175.68
-73.85,-175.1
-73.55,-174.51
-73.27,-173.9
-73.27,-173.9
-73.27,-173.9
-73.27,-173.9
-73.27,-173.9
-72.57,-173.44
-71.88,-173.1
-71.88,-173.1
-71.88,-173.1
-71.88,-173.1
-71.88,-173.1
-71.88,-173.1
-71.88,-173.1
-71.22,-172.86
-70.49,-172.66
-69.75,-172.57
-68.98,-172.51
-68.98,-172.51
-68.26,-172.64
-67.7,-172.88
-67.09,-173.21
-66.62,-173.65
-66.62,-173.65
-66.24,-174.28
-65.95,-174.9
-65.66,-175.57
-65.45,-176.28
-65.27,-176.93
-65.07,-177.63
-64.85,-178.29
-64.63,-178.96
-64.37,-179.64
-64.12,-180.35
-63.9,-181
-63.68,-181.76
-63.47,-182.43
-63.25,-183.19
-63.08,-183.85
-62.9,-184.58
-62.72,-185.3
-62.55,-185.98
-62.36,-186.61
-62.17,-187.34
-61.98,-188.04
-61.8,-188.74
-61.65,-189.44
-61.53,-190.12
-61.53,-190.12
-61.57,-190.81
-61.57,-190.81
-61.57,-190.81
-61.57,-190.81
-61.69,-191.42
-61.79,-192.04
-62.1,-192.77
-62.44,-193.49
-62.83,-194.21
-63.17,-194.81
-63.57,-195.45
-63.91,-196.09
-64.34,-196.76
-64.67,-197.34
-65.03,-197.99
-65.37,-198.58
-65.73,-199.17
-66.08,-199.81
-66.42,-200.44
-66.74,-201.03
-67.08,-201.7
-67.44,-202.3
-67.74,-202.92
-68.02,-203.57
-68.36,-204.28
-68.7,-204.9
-69,-205.52
-69.36,-206.17
-69.62,-206.72
-69.93,-207.42
-70.24,-208.08
-70.52,-208.68
-70.78,-209.3
-71.08,-209.94
-71.36,-210.55
-71.59,-211.12
-71.86,-211.77
-72.14,-212.47
-72.4,-213.11
-72.71,-213.81
-73.01,-214.47
-73.28,-215.17
-73.56,-215.85
-73.83,-216.54
-74.1,-217.22
-74.34,-217.95
-74.34,-217.95
-74.45,-218.71
-74.26,-219.29
-74.01,-220.04
-73.78,-220.77
-73.57,-221.47
-73.39,-222.18
-73.18,-222.87
-72.95,-223.6
-72.74,-224.34
-72.52,-225.01
-72.29,-225.75
-72.07,-226.46
-71.84,-227.18
-71.61,-227.9
-71.42,-228.62
-71.21,-229.29
-71.02,-230.02
-70.82,-230.78
-70.62,-231.51
-70.79,-232.17
-70.79,-232.17
-70.79,-232.17
-70.79,-232.17
-71.54,-232.37
-72.27,-232.5
-72.97,-232.6
-72.97,-232.6
-73.8,-232.64
-74.43,-232.66
-75.01,-232.79
-75.01,-232.79
-75.01,-232.79
-75.73,-232.89
-75.73,-232.89
-75.73,-232.89
-75.73,-232.89
-75.73,-232.89
-76.51,-233.09
-76.51,-233.09
-77.14,-233.31
-77.75,-233.5
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.35,-233.7
-78.85,-234.15
-79.42,-234.64
-79.96,-235.11
-80.48,-235.6
-80.48,-235.6
-80.94,-236.05
-81.41,-236.48
-81.41,-236.48
-81.91,-236.84
-82.41,-237.22
-83.07,-237.58
-83.75,-237.93
-84.44,-238.2
-85.19,-238.36
-85.9,-238.4
-86.61,-238.45
-87.36,-238.49
-87.36,-238.49
-88.07,-238.53
-88.66,-238.53
-88.66,-238.53
-88.43,-239.96
-89.49,-238.43
-90.16,-238.35
-90.91,-238.17
-91.6,-238.01
-92.31,-237.84
-92.98,-237.68
-93.69,-237.49
-94.35,-237.33
-95.04,-237.11
-95.73,-236.95
-96.37,-236.77
-97.08,-236.62
-94.19,-237.6
-97.78,-236.45
-97.78,-236.45
-98.37,-236.29
-98.37,-236.29
-99.07,-236.13
-99.77,-235.96
-100.46,-235.8
-101.13,-235.64
-101.83,-235.48
-102.53,-235.28
-103.24,-235.08
-103.91,-234.85
-104.54,-234.66
-105.3,-234.42
-106.1,-234.2
-106.1,-234.2
-106.74,-233.98
-107.16,-233.49
-107.16,-233.49
-107.53,-232.97
-107.96,-232.27
-108.33,-231.7
-108.69,-231.09
-109.08,-230.47
-109.47,-229.88
-109.93,-229.25
-110.4,-228.7
-110.4,-228.7
-110.94,-228.29
-110.94,-228.29
-110.94,-228.29
-111.55,-228.4
-112.34,-228.48
-113.05,-228.56
-113.88,-228.6
-114.63,-228.65
-115.44,-228.63
-116.17,-228.66
-116.89,-228.65
-117.6,-228.62
-117.6,-228.62
-118.32,-228.47
-118.87,-227.92
-121.9,-224.59
-118.87,-227.92
-118.87,-227.92
-120.09,-227.22
-120.13,-226.48
-120.11,-225.77
-119.87,-225.01
-119.66,-224.27
-119.49,-223.61
-119.49,-223.61
-119.33,-222.86
-119.33,-222.86
-119.2,-222.24
-119.2,-222.24
-119.2,-222.24
-119.2,-222.24
-119.07,-221.58
-119.07,-221.58
-119.07,-221.58
-122.19,-225.92
-119.07,-221.58
-119.07,-221.58
-119.07,-221.58
-119.07,-221.58
-119.07,-221.58
-119.07,-221.58
-118.95,-220.91
-118.95,-220.91
-118.95,-220.91
-118.85,-220.28
-120.69,-222.37
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.85,-220.28
-118.71,-219.64
-118.71,-219.64
-118.71,-219.64
-118.71,-219.64
-118.71,-219.64
-118.71,-219.64
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.59,-219.02
-118.5,-218.37
-118.5,-218.37
-118.5,-218.37
-118.5,-218.37
-118.5,-218.37
-118.5,-218.37
-118.5,-218.37
-118.5,-218.37
-118.4,-217.71
-118.4,-217.71
-118.4,-217.71
-118.4,-217.71
-118.4,-217.71
-118.4,-217.71
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-119.07,-216.59
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-120.16,-218.22
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.3,-217.04
-118.21,-216.38
-118.21,-216.38
-118.21,-216.38
-118.21,-216.38
-118.21,-216.38
-118.21,-216.38
