0,0,0,0.270976,0,1
0.143728,0.648798,0.664528,0.218009,-0.0529668,2
0.357631,1.40812,0.788875,0.274587,0.0565782,3
0.503527,2.0959,0.703089,0.209025,-0.065562,4
0.640111,2.83235,0.749008,0.183379,-0.0256464,5
0.766573,3.62938,0.806995,0.157357,-0.0260221,6
0.89343,4.38216,0.763392,0.166949,0.00959256,7
1.00076,5.16004,0.785254,0.137106,-0.0298431,8
1.16229,5.94797,0.804317,0.202215,0.0651083,9
1.26931,6.68419,0.743959,0.144353,-0.0578611,10
1.40555,7.3954,0.724142,0.189265,0.044912,11
1.52501,8.20904,0.822365,0.145781,-0.0434845,12
1.67759,9.00209,0.807592,0.19007,0.044289,13
1.77549,9.75281,0.757077,0.129669,-0.0604007,14
1.91877,10.4753,0.736522,0.195788,0.0661191,15
2.02109,11.2517,0.783107,0.131041,-0.0647476,16
2.13269,12.0495,0.80566,0.138965,0.0079245,17
2.21903,12.8616,0.816623,0.105924,-0.0330417,18
2.34704,13.6166,0.765766,0.167958,0.062034,19
2.46097,14.3777,0.769621,0.14858,-0.019378,20
2.59287,15.1098,0.743833,0.178258,0.0296785,21
2.66836,15.8594,0.753446,0.100365,-0.0778937,22
2.78939,16.6103,0.760613,0.159809,0.0594448,23
2.87653,17.399,0.793479,0.110043,-0.0497668,24
3.0197,18.1976,0.811269,0.177399,0.0673562,25
3.08773,18.937,0.742576,0.0917424,-0.0856563,26
3.22052,19.7042,0.778569,0.171393,0.0796501,27
3.34737,20.4933,0.799207,0.159396,-0.0119967,28
3.50874,21.1519,0.678085,0.240283,0.0808875,29
3.66467,21.8586,0.723705,0.217172,-0.0231116,30
3.90078,22.6533,0.829061,0.28878,0.0716087,31
4.12745,23.392,0.772684,0.297731,0.00895057,32
4.36655,24.1853,0.828579,0.292737,-0.00499376,33
4.56074,24.9092,0.74945,0.2621,-0.0306371,34
4.78781,25.6597,0.784102,0.293793,0.0316931,35
4.97526,26.397,0.760739,0.24898,-0.0448134,36
5.21828,27.1725,0.812742,0.303659,0.0546791,37
5.40711,27.8659,0.718602,0.265887,-0.0377718,38
5.6235,28.5365,0.704715,0.312099,0.0462114,39
5.83589,29.2945,0.787153,0.273219,-0.0388799,40
6.07755,30.0083,0.753603,0.326441,0.053222,41
6.28089,30.6596,0.682344,0.302591,-0.0238497,42
6.51512,31.39,0.767004,0.310338,0.00774717,43
6.7094,32.1004,0.736466,0.266957,-0.0433806,44
6.95436,32.8596,0.797779,0.312105,0.0451473,45
7.15378,33.5887,0.755857,0.266994,-0.0451109,46
7.38778,34.3211,0.768888,0.309236,0.042242,47
7.57718,35.0989,0.800535,0.238856,-0.0703795,48
7.79578,35.8032,0.737423,0.300959,0.0621031,49
8.00042,36.6013,0.823923,0.251007,-0.0499529,50
8.25044,37.367,0.805443,0.315621,0.0646143,51
8.45201,38.1209,0.780453,0.261231,-0.0543903,52
8.70901,38.8464,0.769635,0.340469,0.079238,53
8.9426,39.5746,0.764774,0.31039,-0.0300785,54
9.18232,40.2903,0.754799,0.3232,0.0128099,55
9.36517,41.0366,0.768332,0.240283,-0.082917,56
9.59701,41.767,0.766314,0.307362,0.0670792,57
9.76412,42.5052,0.756901,0.222612,-0.0847499,58
9.98381,43.2843,0.809508,0.274831,0.0522183,59
10.1631,44.0582,0.794383,0.227632,-0.0471983,60
10.4002,44.8497,0.826239,0.291051,0.0634191,61
10.5789,45.57,0.742128,0.24326,-0.047791,62
10.8368,46.3618,0.832745,0.314793,0.0715322,63
11.0084,47.0955,0.753477,0.229874,-0.084919,64
11.2481,47.9114,0.850372,0.285632,0.0557588,65
11.3879,48.6115,0.713935,0.197232,-0.0884008,66
11.5856,49.3783,0.791872,0.252307,0.0550754,67
11.7761,50.1444,0.78939,0.243708,-0.00859941,68
