fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-81,-55,A0:E6:F8:95:5C:D7,null,1528451096.923000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-79,-55,A0:E6:F8:7F:92:1F,null,1528451098.230000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-87,-55,A0:E6:F8:95:5C:23,null,1528451099.963000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-73,-55,A0:E6:F8:95:5C:D7,null,1528451100.941000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-78,-55,A0:E6:F8:95:62:85,null,1528451101.449000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-80,-55,A0:E6:F8:95:5C:D7,null,1528451101.945000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-81,-55,A0:E6:F8:95:5C:BE,null,1528451102.597000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-79,-55,A0:E6:F8:95:5C:23,null,1528451102.982000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-78,-55,A0:E6:F8:95:5C:D7,null,1528451104.971000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-80,-55,A0:E6:F8:7F:92:1F,null,1528451105.275000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-78,-55,A0:E6:F8:95:5A:96,null,1528451106.445000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-82,-55,A0:E6:F8:95:5A:D5,null,1528451107.228000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-85,-55,A0:E6:F8:7F:94:AA,null,1528451107.979000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-74,-55,A0:E6:F8:7F:90:95,null,1528451108.001000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-81,-55,A0:E6:F8:95:5A:96,null,1528451108.462000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-78,-55,A0:E6:F8:95:62:85,null,1528451108.472000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-78,-55,A0:E6:F8:95:5C:93,null,1528451110.176000
