fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-91,-55,A0:E6:F8:95:5C:A1,null,1528453202.190000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-87,-55,A0:E6:F8:95:61:7D,null,1528453202.704000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-86,-55,A0:E6:F8:95:59:EF,null,1528453203.691000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-82,-55,A0:E6:F8:95:5A:D5,null,1528453203.825000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-73,-55,A0:E6:F8:95:61:1A,null,1528453203.862000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-79,-55,A0:E6:F8:95:5C:BA,null,1528453203.882000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-86,-55,A0:E6:F8:95:5C:A1,null,1528453204.204000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-79,-55,A0:E6:F8:7F:94:AA,null,1528453204.338000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-91,-55,A0:E6:F8:7F:92:1F,null,1528453204.557000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-88,-55,A0:E6:F8:95:5C:A8,null,1528453204.586000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-85,-55,A0:E6:F8:95:5C:B6,null,1528453204.980000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-93,-55,A0:E6:F8:95:63:45,null,1528453205.002000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-89,-55,A0:E6:F8:95:6B:57,null,1528453205.271000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-86,-55,A0:E6:F8:95:6D:CF,null,1528453205.454000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-90,-55,A0:E6:F8:95:5C:A5,null,1528453205.501000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-88,-55,A0:E6:F8:95:59:EF,null,1528453205.701000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-79,-55,A0:E6:F8:95:61:7D,null,1528453205.720000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-83,-55,A0:E6:F8:95:61:13,null,1528453206.489000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-77,-55,A0:E6:F8:95:62:85,null,1528453206.505000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-78,-55,A0:E6:F8:95:5C:A5,null,1528453206.514000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-72,-55,A0:E6:F8:95:5C:59,null,1528453206.540000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-72,-55,A0:E6:F8:7F:92:1F,null,1528453206.569000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-72,-55,A0:E6:F8:95:5C:A8,null,1528453206.572000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-68,-55,A0:E6:F8:7F:B7:70,null,1528453206.749000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-72,-55,A0:E6:F8:95:67:D5,null,1528453206.829000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-73,-55,A0:E6:F8:95:61:1A,null,1528453206.889000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-68,-55,A0:E6:F8:95:59:86,null,1528453206.962000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-70,-55,A0:E6:F8:95:5C:B6,null,1528453206.975000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-68,-55,A0:E6:F8:95:60:CA,null,1528453206.985000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-60,-55,A0:E6:F8:95:5C:28,null,1528453206.989000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-66,-55,A0:E6:F8:95:5A:66,null,1528453206.994000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-55,-55,A0:E6:F8:7F:B9:00,null,1528453207.071000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-76,-55,A0:E6:F8:95:5C:1E,null,1528453207.152000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-63,-55,A0:E6:F8:95:5A:FD,null,1528453207.162000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-73,-55,A0:E6:F8:95:5C:8A,null,1528453207.197000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-69,-55,A0:E6:F8:7F:92:60,null,1528453207.234000
fda50693-a4e2-4fb1-afcf-c6eb07647825,1234,1234,-73,-55,A0:E6:F8:95:5A:05,null,1528453207.255000
