index,time,x,y,地磁Y,地磁Z,磁偏角,气压,步长,单步转动角,偏航角,俯仰角,滚转角
9835,4042.4,17.7777723777615,-22.5775931510267,22.565213627379,-24.341977093799,-0.823258338450116,995.502014,0.660356071331232,0.162304714111294,-2.344754,-0.157872,-0.206324
9860,4042.71,17.7785571637073,-22.7964375996276,21.431452539862,-26.692538775153,-0.894289291965675,995.520264,0.218845855735032,-0.131309341444248,-2.015105,-0.150234,-0.218153
9892,4043.1,17.813004098532,-23.4474164279711,21.359760023509,-27.285399453552,-0.906614506885631,995.522766,0.651889581348173,0.0492802639388708,-1.890943,-0.097766,-0.207563
9919,4043.43,17.8056662074949,-24.0417947533878,18.079762790578,-29.598449949623,-1.02244813983829,995.553589,0.594423618617274,-0.0652111549251712,-1.790757,-0.112865,-0.22837
9953,4043.85,17.8410317432812,-24.6923928805259,14.971846756117,-32.087079849192,-1.13422352136895,995.584656,0.651558626799665,0.066649912328827,-1.93532,-0.131645,-0.219509
9980,4044.19,17.8292096083679,-24.9229172176094,14.21466140783,-34.552211490012,-1.1805040881154,995.608398,0.230827279284099,-0.105543836234398,-1.986245,-0.074805,-0.204387
10009,4044.54,17.8509468782495,-25.5940417374425,16.540239633558,-33.382331797121,-1.1107721684826,995.611389,0.671476455300575,0.0836167911586719,-2.061679,-0.088075,-0.192749
10036,4044.88,17.8526985561427,-25.7832820917971,12.693661041985,-35.046036806097,-1.22329486142773,995.64032,0.189248461266398,-0.0231219042794358,-2.114308,-0.080265,-0.223213
10065,4045.23,17.879839724619,-26.3864424617298,16.535444875756,-34.896020334038,-1.12828750934627,995.648132,0.603770713833992,0.0357118263843435,-1.997124,-0.107816,-0.239277
10091,4045.55,17.8068229309165,-26.9645071441345,10.00720717312,-36.684610745755,-1.30448558422983,995.666565,0.582657900664063,-0.17061501781946,-1.921722,-0.046819,-0.192912
10124,4045.96,17.7691761844466,-27.6236066615689,13.231437244778,-36.484398436109,-1.22288780068192,995.686523,0.660173803935004,0.0685906300836429,-1.914776,-0.169516,-0.154809
10148,4046.26,17.6820065887277,-28.2239017867532,8.715895109718,-38.238874042527,-1.34669212580376,995.698425,0.606591110829904,-0.0871468393063918,-1.652233,-0.152331,-0.008179
10201,4046.91,16.9918393074086,-28.5586582283373,7.345455727342,-37.957626006131,-1.37964187187936,995.703125,0.767067631558974,-0.974987578006145,-1.685764,-0.133922,-0.188795
10239,4047.38,16.3772174700723,-28.5890225687667,11.88402430508,-39.14288248195,-1.27603432603841,995.709351,0.61537142938256,-0.402242293896441,-1.620191,-0.171369,-0.112432
10296,4048.08,15.8575902483144,-28.0546147589792,17.026076656798,-38.261142063352,-1.1521110455106,995.704041,0.745388594461801,-0.848783261994393,-0.914127,-0.11853,-0.109246
10345,4048.69,15.6594742694172,-27.341026420166,17.138620547835,-37.486910821729,-1.14197975205276,995.712463,0.740579677269501,-0.500563381524965,-0.402387,-0.123117,-0.181704
10390,4049.24,15.6604861015909,-26.6183746583715,13.085596167995,-37.445495553436,-1.23460519698401,995.712036,0.72265247016042,-0.272213003427105,-0.001763,-0.093127,-0.197227
10440,4049.86,15.6701383553736,-25.6606874372142,9.258694959902,-37.934092282431,-1.33140356839338,995.710266,0.957735861065661,-0.00867820611803744,0.187975,-0.097836,-0.111566
